"DateTime","Ensemble ET","NDVI","Reference ET (ETo)","Precip (gridMET)","eeMetric ET","SSEBop ET","SIMS ET","PT-JPL ET","DisALEXI ET","geeSEBAL ET",
"2023-06-07 00:00:00",5.481,0.75,5.675,0,5.422,5.095,5.323,5.028,6.461,6.258,
"2023-06-08 00:00:00",4.67,0.749,4.834,0,4.694,4.367,4.531,4.275,5.382,5.29,
"2023-06-09 00:00:00",5.353,0.748,5.539,28.445,5.465,5.034,5.187,4.889,6.027,6.014,
"2023-06-10 00:00:00",3.336,0.747,3.45,0,3.459,3.156,3.229,3.04,3.667,3.717,
"2023-06-11 00:00:00",2.804,0.745,2.9,0,2.952,2.668,2.711,2.55,3.009,3.099,
"2023-06-12 00:00:00",4.805,0.744,4.967,0,5.135,4.598,4.64,4.359,5.028,5.266,
"2023-06-13 00:00:00",5.179,0.743,5.353,2.505,5.618,4.986,4.997,4.689,5.283,5.629,
"2023-06-14 00:00:00",4.9,0.742,5.062,0,5.392,4.743,4.721,4.426,4.869,5.28,
"2023-06-15 00:00:00",5.696,0.741,5.883,0,6.359,5.545,5.482,5.134,5.509,6.086,
"2023-06-16 00:00:00",5.616,0.744,5.871,0,6.284,5.61,5.484,5.04,5.35,5.912,
"2023-06-17 00:00:00",5.281,0.746,5.59,9.255,5.923,5.412,5.233,4.719,4.952,5.475,
"2023-06-18 00:00:00",5.062,0.749,5.425,0,5.691,5.323,5.091,4.503,4.67,5.164,
"2023-06-19 00:00:00",6.387,0.752,6.934,0,7.199,6.891,6.521,5.656,5.793,6.409,
"2023-06-20 00:00:00",6.54,0.754,7.192,0,7.39,7.24,6.78,5.764,5.827,6.449,
"2023-06-21 00:00:00",5.401,0.757,6.017,0,6.119,6.134,5.685,4.737,4.723,5.23,
"2023-06-22 00:00:00",5.01,0.76,5.656,0.801,5.691,5.838,5.356,4.372,4.297,4.76,
"2023-06-23 00:00:00",5.723,0.762,6.548,0,6.518,6.842,6.214,4.968,4.809,5.33,
"2023-06-24 00:00:00",7.4,0.763,7.858,0.711,7.792,8.339,7.459,6.435,6.465,6.89,
"2023-06-25 00:00:00",8.175,0.763,8.099,0,7.998,8.725,7.688,7.12,7.378,7.609,
"2023-06-26 00:00:00",7.934,0.763,7.367,0,7.246,8.056,6.994,6.92,7.362,7.384,
"2023-06-27 00:00:00",7.866,0.763,6.871,0.576,6.731,7.626,6.524,6.868,7.473,7.319,
"2023-06-28 00:00:00",9.878,0.763,8.148,0,7.95,9.175,7.738,8.635,9.581,9.191,
"2023-06-29 00:00:00",8.368,0.764,6.537,0,6.352,7.467,6.209,7.321,8.264,7.784,
"2023-06-30 00:00:00",7.912,0.764,5.871,26.324,5.681,6.801,5.577,6.929,7.94,7.36,
"2023-07-01 00:00:00",5.771,0.764,4.077,0.24,3.929,4.789,3.873,5.057,5.874,5.367,
"2023-07-02 00:00:00",7.472,0.764,5.453,0,5.233,6.259,5.181,6.599,7.634,7.068,
"2023-07-03 00:00:00",7.628,0.765,5.755,0,5.5,6.453,5.468,6.791,8.057,7.344,
"2023-07-04 00:00:00",8.508,0.765,6.644,51.204,6.323,7.273,6.314,7.64,9.281,8.345,
"2023-07-05 00:00:00",4.778,0.765,3.866,0,3.665,4.129,3.675,4.33,5.345,4.779,
"2023-07-06 00:00:00",5.674,0.765,4.766,0.782,4.498,4.963,4.53,5.193,6.519,5.795,
"2023-07-07 00:00:00",5.242,0.765,4.575,0,4.3,4.642,4.349,4.847,6.191,5.471,
"2023-07-08 00:00:00",4.71,0.766,4.278,0,4.004,4.227,4.068,4.404,5.728,5.031,
"2023-07-09 00:00:00",5.127,0.766,4.856,0,4.525,4.668,4.617,4.852,6.43,5.612,
"2023-07-10 00:00:00",6.471,0.765,6.125,0,5.74,5.933,5.823,6.162,8.021,7.089,
"2023-07-11 00:00:00",6.284,0.765,5.946,0,5.602,5.801,5.649,6.021,7.698,6.891,
"2023-07-12 00:00:00",5.407,0.764,5.114,0,4.845,5.026,4.857,5.213,6.546,5.936,
"2023-07-13 00:00:00",4.43,0.764,4.188,0,3.989,4.146,3.976,4.297,5.3,4.868,
"2023-07-14 00:00:00",4.703,0.763,4.444,35.786,4.255,4.43,4.217,4.589,5.557,5.172,
"2023-07-15 00:00:00",5.997,0.762,5.665,0,5.453,5.688,5.373,5.888,7.001,6.602,
"2023-07-16 00:00:00",6.177,0.762,5.832,0.106,5.644,5.898,5.53,6.101,7.121,6.806,
"2023-07-17 00:00:00",5.408,0.761,5.104,0,4.965,5.198,4.837,5.374,6.157,5.965,
"2023-07-18 00:00:00",4.938,0.76,4.865,0,4.659,4.951,4.608,4.826,5.46,5.208,
"2023-07-19 00:00:00",3.305,0.76,3.406,0.046,3.209,3.464,3.224,3.171,3.535,3.312,
"2023-07-20 00:00:00",5.198,0.759,5.616,0,5.207,5.708,5.313,4.886,5.357,4.911,
"2023-07-21 00:00:00",3.531,0.759,4.009,0,3.655,4.071,3.79,3.244,3.486,3.112,
"2023-07-22 00:00:00",4.344,0.758,5.194,3.472,4.657,5.272,4.908,3.886,4.08,3.523,
"2023-07-23 00:00:00",4.903,0.757,6.194,0,5.46,6.283,5.85,4.257,4.344,3.594,
"2023-07-24 00:00:00",5.208,0.757,6.972,0,6.039,7.067,6.582,4.368,4.303,3.361,
"2023-07-25 00:00:00",6.278,0.756,8.94,0,7.608,9.056,8.434,5.056,4.765,3.433,
"2023-07-26 00:00:00",6.325,0.754,8.859,0,7.46,8.937,8.339,5.164,4.956,3.589,
"2023-07-27 00:00:00",5.858,0.752,8.071,0,6.725,8.109,7.581,4.844,4.729,3.44,
"2023-07-28 00:00:00",6.276,0.75,8.51,3.019,7.015,8.515,7.975,5.255,5.212,3.807,
"2023-07-29 00:00:00",4.177,0.748,5.575,0,4.546,5.555,5.213,3.539,3.562,2.612,
"2023-07-30 00:00:00",4.714,0.745,6.194,1.992,4.996,6.146,5.779,4.04,4.122,3.033,
"2023-07-31 00:00:00",3.995,0.743,5.17,0,4.124,5.109,4.813,3.461,3.577,2.64,
"2023-08-01 00:00:00",4.892,0.741,6.236,0,4.919,6.137,5.792,4.283,4.48,3.317,
"2023-08-02 00:00:00",4.713,0.739,5.919,3.645,4.617,5.8,5.485,4.168,4.409,3.273,
"2023-08-03 00:00:00",3.063,0.737,3.792,9.329,2.924,3.7,3.506,2.736,2.925,2.177,
"2023-08-04 00:00:00",3.728,0.735,4.548,1.08,3.466,4.419,4.196,3.36,3.629,2.707,
"2023-08-05 00:00:00",3.687,0.733,4.434,5.551,3.341,4.291,4.082,3.353,3.656,2.733,
"2023-08-06 00:00:00",3.42,0.73,4.056,0,3.02,3.908,3.725,3.137,3.451,2.585,
"2023-08-07 00:00:00",3.931,0.728,4.598,0,3.383,4.411,4.214,3.637,4.034,3.028,
"2023-08-08 00:00:00",4.477,0.726,5.166,4.598,3.755,4.935,4.724,4.176,4.67,3.511,
"2023-08-09 00:00:00",3.334,0.724,3.796,3.407,2.725,3.61,3.463,3.134,3.532,2.66,
"2023-08-10 00:00:00",4.745,0.722,5.33,0,3.779,5.048,4.851,4.493,5.1,3.848,
"2023-08-11 00:00:00",5.252,0.718,5.98,0.378,4.315,5.659,5.418,4.898,5.594,4.151,
"2023-08-12 00:00:00",3.984,0.713,4.598,10.42,3.376,4.349,4.147,3.656,4.202,3.064,
"2023-08-13 00:00:00",2.718,0.709,3.181,1.731,2.375,3.006,2.855,2.453,2.838,2.031,
"2023-08-14 00:00:00",3.621,0.705,4.297,0,3.263,4.058,3.839,3.211,3.742,2.625,
"2023-08-15 00:00:00",3.651,0.7,4.394,0,3.393,4.148,3.908,3.18,3.732,2.563,
"2023-08-16 00:00:00",5.133,0.696,6.267,0,4.918,5.911,5.548,4.385,5.188,3.481,
"2023-08-17 00:00:00",4.046,0.692,5.012,0,3.997,4.724,4.416,3.387,4.041,2.645,
"2023-08-18 00:00:00",4.623,0.688,5.812,0,4.708,5.475,5.097,3.789,4.561,2.905,
"2023-08-19 00:00:00",6.936,0.68,8.916,0,7.053,8.296,7.74,5.698,6.788,4.381,
"2023-08-20 00:00:00",4.811,0.672,6.326,0,4.886,5.814,5.436,3.963,4.668,3.055,
"2023-08-21 00:00:00",4.264,0.664,5.738,0,4.323,5.207,4.88,3.521,4.1,2.722,
"2023-08-22 00:00:00",4.73,0.656,6.518,0,4.788,5.84,5.486,3.916,4.504,3.037,
"2023-08-23 00:00:00",5.129,0.648,7.243,0,5.184,6.406,6.032,4.259,4.835,3.313,
"2023-08-24 00:00:00",5.405,0.64,7.825,0,5.453,6.831,6.448,4.501,5.04,3.513,
"2023-08-25 00:00:00",4.188,0.632,6.22,0.741,4.217,5.358,5.071,3.499,3.861,2.739,
"2023-08-26 00:00:00",1.963,0.624,2.993,0.359,1.973,2.544,2.414,1.645,1.788,1.293,
"2023-08-27 00:00:00",2.695,0.616,4.221,0,2.702,3.539,3.366,2.266,2.422,1.787,
"2023-08-28 00:00:00",2.106,0.608,3.391,0,2.107,2.804,2.675,1.777,1.866,1.407,
"2023-08-29 00:00:00",3.235,0.6,5.36,0,3.229,4.371,4.181,2.741,2.824,2.178,
"2023-08-30 00:00:00",2.627,0.593,4.481,0,2.615,3.603,3.456,2.234,2.256,1.783,
"2023-08-31 00:00:00",3.439,0.585,6.047,0,3.415,4.792,4.61,2.937,2.903,2.355,
"2023-09-01 00:00:00",3.567,0.577,6.471,0,3.532,5.053,4.876,3.061,2.955,2.465,
"2023-09-02 00:00:00",3.82,0.569,7.156,0,3.772,5.506,5.329,3.293,3.1,2.665,
"2023-09-03 00:00:00",3.754,0.561,7.27,0,3.694,5.509,5.349,3.252,2.978,2.645,
"2023-09-04 00:00:00",4.105,0.56,7.8,0.149,4.011,5.88,5.729,3.621,3.286,2.948,
"2023-09-05 00:00:00",3.521,0.558,6.569,0,3.417,4.926,4.815,3.16,2.843,2.575,
"2023-09-06 00:00:00",2.715,0.557,4.973,0,2.617,3.709,3.638,2.476,2.21,2.02,
"2023-09-07 00:00:00",2.941,0.556,5.292,0,2.816,3.926,3.864,2.723,2.413,2.224,
"2023-09-08 00:00:00",3.015,0.555,5.331,0,2.869,3.934,3.885,2.833,2.492,2.315,
"2023-09-09 00:00:00",2.662,0.553,4.626,0,2.517,3.395,3.365,2.536,2.216,2.074,
"2023-09-10 00:00:00",2.652,0.552,4.532,2.73,2.493,3.307,3.29,2.56,2.223,2.096,
"2023-09-11 00:00:00",0.675,0.551,1.134,4.38,0.631,0.823,0.822,0.66,0.57,0.541,
"2023-09-12 00:00:00",2.127,0.55,3.515,0,1.976,2.538,2.542,2.104,1.806,1.725,
"2023-09-13 00:00:00",2.286,0.549,3.718,0,2.113,2.669,2.684,2.288,1.953,1.877,
"2023-09-14 00:00:00",2.254,0.547,3.609,0,2.072,2.577,2.6,2.282,1.937,1.872,
