"DateTime","Ensemble ET","NDVI","Reference ET (ETo)","Precip (gridMET)","eeMetric ET","SSEBop ET","SIMS ET","PT-JPL ET","DisALEXI ET","geeSEBAL ET",
"2023-09-15 00:00:00",1.469,0.546,2.314,1.651,1.343,1.643,1.664,1.502,1.269,1.233,
"2023-09-16 00:00:00",1.945,0.545,3.019,1.288,1.769,2.131,2.166,2.01,1.69,1.651,
"2023-09-17 00:00:00",2.293,0.544,3.505,0,2.075,2.46,2.51,2.392,2.003,1.966,
"2023-09-18 00:00:00",3.908,0.542,5.885,0,3.52,4.107,4.206,4.116,3.431,3.384,
"2023-09-19 00:00:00",3.024,0.541,4.487,0.137,2.711,3.114,3.2,3.214,2.668,2.644,
"2023-09-20 00:00:00",2.78,0.54,4.066,0,2.481,2.805,2.894,2.98,2.464,2.453,
"2023-09-21 00:00:00",2.431,0.539,3.505,19.898,2.16,2.404,2.49,2.628,2.165,2.164,
"2023-09-22 00:00:00",1.754,0.537,2.493,0.412,1.551,1.7,1.768,1.911,1.569,1.574,
"2023-09-23 00:00:00",2.179,0.536,3.055,0,1.919,2.071,2.162,2.393,1.958,1.972,
"2023-09-24 00:00:00",2.778,0.535,3.842,0,2.436,2.589,2.713,3.074,2.506,2.534,
"2023-09-25 00:00:00",2.507,0.534,3.421,0,2.19,2.291,2.411,2.794,2.271,2.304,
"2023-09-26 00:00:00",2.332,0.533,3.139,0,2.029,2.09,2.208,2.617,2.12,2.159,
"2023-09-27 00:00:00",2.653,0.531,3.525,0,2.299,2.333,2.474,2.998,2.422,2.474,
"2023-09-28 00:00:00",3.609,0.533,4.835,0,3.198,3.222,3.404,4.05,3.302,3.359,
"2023-09-29 00:00:00",4.28,0.535,5.781,0,3.876,3.879,4.082,4.769,3.925,3.975,
"2023-09-30 00:00:00",4.005,0.536,5.454,0,3.707,3.685,3.863,4.43,3.681,3.712,
"2023-10-01 00:00:00",3.6,0.538,4.944,0,3.406,3.364,3.512,3.952,3.317,3.329,
"2023-10-02 00:00:00",3.35,0.539,4.64,0,3.24,3.178,3.307,3.65,3.094,3.092,
"2023-10-03 00:00:00",2.885,0.541,4.029,24.576,2.85,2.779,2.88,3.118,2.671,2.657,
"2023-10-04 00:00:00",1.757,0.543,2.476,0,1.774,1.719,1.775,1.884,1.631,1.615,
"2023-10-05 00:00:00",2.306,0.544,3.277,0,2.378,2.29,2.356,2.452,2.146,2.114,
"2023-10-06 00:00:00",1.689,0.539,2.44,0,1.755,1.689,1.739,1.784,1.557,1.548,
"2023-10-07 00:00:00",1.668,0.534,2.45,0,1.746,1.68,1.731,1.751,1.523,1.528,
"2023-10-08 00:00:00",2.537,0.529,3.793,0,2.677,2.575,2.655,2.645,2.294,2.325,
"2023-10-09 00:00:00",1.766,0.524,2.687,0,1.879,1.806,1.864,1.829,1.581,1.619,
"2023-10-10 00:00:00",2.337,0.519,3.62,0,2.507,2.409,2.488,2.402,2.069,2.142,
"2023-10-11 00:00:00",2.542,0.513,4.009,0,2.751,2.642,2.73,2.592,2.225,2.329,
"2023-10-12 00:00:00",1.061,0.508,1.704,5.933,1.158,1.111,1.15,1.073,0.917,0.972,
"2023-10-13 00:00:00",1.315,0.503,2.152,0,1.448,1.39,1.438,1.319,1.123,1.204,
"2023-10-14 00:00:00",1.097,0.498,1.83,0,1.219,1.169,1.211,1.09,0.924,1.004,
"2023-10-15 00:00:00",0.901,0.493,1.533,0,1.011,0.969,1.005,0.887,0.749,0.825,
"2023-10-16 00:00:00",1.322,0.488,2.294,0,1.498,1.435,1.49,1.289,1.083,1.21,
"2023-10-17 00:00:00",1.845,0.483,3.268,0,2.113,2.023,2.101,1.78,1.488,1.689,
"2023-10-18 00:00:00",1.57,0.477,2.839,0,1.817,1.738,1.807,1.498,1.245,1.437,
"2023-10-19 00:00:00",1.908,0.472,3.526,0,2.233,2.135,2.222,1.801,1.488,1.746,
"2023-10-20 00:00:00",1.988,0.467,3.752,0,2.351,2.247,2.341,1.853,1.521,1.819,
"2023-10-21 00:00:00",1.803,0.462,3.479,0,2.157,2.06,2.148,1.659,1.352,1.649,
"2023-10-22 00:00:00",2.191,0.456,4.323,0.221,2.599,2.527,2.601,2.036,1.651,1.987,
"2023-10-23 00:00:00",2.332,0.45,4.705,0,2.74,2.713,2.756,2.188,1.766,2.094,
"2023-10-24 00:00:00",0.95,0.444,1.961,3,1.106,1.116,1.118,0.901,0.723,0.845,
"2023-10-25 00:00:00",0.689,0.438,1.457,9.239,0.794,0.818,0.807,0.661,0.527,0.607,
"2023-10-26 00:00:00",0.843,0.432,1.827,0,0.961,1.011,0.983,0.817,0.648,0.734,
"2023-10-27 00:00:00",0.416,0.426,0.923,0,0.468,0.504,0.482,0.407,0.321,0.357,
"2023-10-28 00:00:00",0.489,0.42,1.115,9.658,0.544,0.6,0.564,0.486,0.381,0.416,
"2023-10-29 00:00:00",0.269,0.414,0.63,0,0.296,0.334,0.309,0.271,0.211,0.226,
"2023-10-30 00:00:00",0.616,0.408,1.478,0,0.666,0.772,0.702,0.626,0.485,0.509,
"2023-10-31 00:00:00",0.564,0.402,1.392,0,0.602,0.717,0.639,0.582,0.447,0.459,
"2023-11-01 00:00:00",0.898,0.396,2.279,0,0.942,1.155,1.01,0.939,0.717,0.718,
"2023-11-02 00:00:00",1.059,0.39,2.768,0,1.092,1.382,1.182,1.124,0.852,0.833,
"2023-11-03 00:00:00",0.917,0.384,2.47,0,0.928,1.214,1.016,0.989,0.744,0.707,
"2023-11-04 00:00:00",0.524,0.378,1.455,0,0.519,0.704,0.575,0.574,0.428,0.396,
"2023-11-05 00:00:00",0.85,0.372,2.438,0,0.824,1.16,0.925,0.947,0.701,0.628,
"2023-11-06 00:00:00",0.62,0.366,1.838,0,0.587,0.86,0.668,0.703,0.516,0.447,
"2023-11-07 00:00:00",0.681,0.36,2.087,0,0.627,0.961,0.726,0.786,0.572,0.477,
"2023-11-08 00:00:00",0.579,0.354,1.838,0,0.518,0.832,0.61,0.681,0.491,0.394,
"2023-11-09 00:00:00",0.582,0.348,1.918,0,0.504,0.853,0.606,0.7,0.5,0.383,
"2023-11-10 00:00:00",0.545,0.342,1.865,0,0.456,0.816,0.56,0.67,0.474,0.346,
"2023-11-11 00:00:00",0.587,0.336,2.088,0,0.471,0.897,0.594,0.737,0.516,0.357,
"2023-11-12 00:00:00",0.685,0.33,2.539,0,0.525,1.071,0.682,0.882,0.61,0.398,
"2023-11-13 00:00:00",0.656,0.324,2.539,0,0.477,1.051,0.642,0.867,0.593,0.361,
"2023-11-14 00:00:00",0.762,0.318,3.08,0,0.521,1.251,0.73,1.034,0.699,0.393,
"2023-11-15 00:00:00",0.688,0.315,2.599,0,0.592,1.072,0.604,0.906,0.638,0.377,
"2023-11-16 00:00:00",0.567,0.313,2.007,0,0.575,0.841,0.457,0.727,0.53,0.326,
"2023-11-17 00:00:00",0.434,0.311,1.445,0,0.499,0.614,0.322,0.542,0.409,0.26,
"2023-11-18 00:00:00",0.66,0.309,2.077,0,0.839,0.896,0.453,0.807,0.626,0.409,
"2023-11-19 00:00:00",0.367,0.307,1.095,25.52,0.506,0.479,0.234,0.44,0.35,0.235,
"2023-11-20 00:00:00",0.259,0.305,0.733,7.077,0.382,0.325,0.153,0.304,0.248,0.17,
"2023-11-21 00:00:00",0.439,0.302,1.184,0,0.687,0.533,0.242,0.508,0.423,0.295,
"2023-11-22 00:00:00",0.741,0.3,1.907,0,1.218,0.871,0.381,0.843,0.717,0.509,
"2023-11-23 00:00:00",0.539,0.299,1.387,0,0.882,0.63,0.276,0.611,0.523,0.375,
"2023-11-24 00:00:00",0.584,0.299,1.504,0,0.952,0.679,0.297,0.661,0.568,0.413,
"2023-11-25 00:00:00",0.113,0.298,0.292,12.781,0.184,0.131,0.057,0.128,0.111,0.081,
"2023-11-26 00:00:00",0.284,0.297,0.733,0,0.46,0.327,0.143,0.32,0.278,0.207,
"2023-11-27 00:00:00",0.429,0.296,1.105,0,0.69,0.49,0.215,0.481,0.421,0.317,
"2023-11-28 00:00:00",0.319,0.295,0.823,0,0.512,0.363,0.159,0.357,0.314,0.239,
"2023-11-29 00:00:00",0.529,0.294,1.365,0,0.845,0.598,0.262,0.59,0.522,0.402,
"2023-11-30 00:00:00",0.463,0.294,1.195,7.659,0.737,0.521,0.228,0.515,0.459,0.357,
"2023-12-01 00:00:00",0.146,0.293,0.377,0.949,0.232,0.164,0.072,0.162,0.145,0.114,
"2023-12-02 00:00:00",0.107,0.292,0.275,0,0.168,0.119,0.052,0.118,0.106,0.084,
"2023-12-03 00:00:00",0.395,0.291,1.021,0,0.621,0.437,0.191,0.436,0.395,0.317,
"2023-12-04 00:00:00",0.572,0.29,1.479,0,0.896,0.629,0.276,0.63,0.573,0.465,
"2023-12-05 00:00:00",0.399,0.289,1.031,0,0.621,0.436,0.191,0.437,0.401,0.328,
"2023-12-06 00:00:00",0.765,0.289,1.98,0,1.188,0.832,0.365,0.837,0.771,0.638,
"2023-12-07 00:00:00",0.84,0.288,2.174,0,1.298,0.908,0.398,0.916,0.849,0.709,
"2023-12-08 00:00:00",0.492,0.287,1.275,0,0.758,0.529,0.232,0.536,0.499,0.421,
"2023-12-09 00:00:00",0.539,0.286,1.398,0,0.827,0.577,0.253,0.585,0.548,0.467,
"2023-12-10 00:00:00",0.575,0.285,1.49,0,0.877,0.611,0.268,0.622,0.586,0.504,
"2023-12-11 00:00:00",0.601,0.284,1.56,0,0.914,0.635,0.279,0.649,0.615,0.534,
"2023-12-12 00:00:00",0.468,0.284,1.215,0,0.708,0.491,0.216,0.504,0.48,0.42,
"2023-12-13 00:00:00",0.459,0.283,1.193,0,0.692,0.48,0.21,0.493,0.473,0.418,
"2023-12-14 00:00:00",0.432,0.282,1.123,6.682,0.648,0.448,0.197,0.462,0.446,0.398,
"2023-12-15 00:00:00",0.169,0.281,0.439,12.551,0.252,0.174,0.076,0.18,0.175,0.157,
"2023-12-16 00:00:00",0.212,0.28,0.551,0,0.315,0.217,0.095,0.225,0.22,0.199,
"2023-12-17 00:00:00",0.564,0.279,1.468,0,0.836,0.575,0.252,0.599,0.587,0.537,
"2023-12-18 00:00:00",0.419,0.279,1.091,0,0.618,0.424,0.186,0.443,0.437,0.404,
"2023-12-19 00:00:00",0.928,0.278,2.417,0,1.362,0.934,0.41,0.979,0.971,0.904,
"2023-12-20 00:00:00",0.524,0.277,1.365,0,0.765,0.524,0.23,0.551,0.55,0.516,
"2023-12-21 00:00:00",0.414,0.276,1.079,7.089,0.602,0.411,0.181,0.434,0.436,0.412,
"2023-12-22 00:00:00",0.141,0.275,0.367,0,0.204,0.139,0.061,0.147,0.149,0.142,
"2023-12-23 00:00:00",0.122,0.274,0.319,11.895,0.176,0.12,0.053,0.127,0.129,0.124,
"2023-12-24 00:00:00",0.106,0.274,0.275,25.177,0.151,0.103,0.045,0.11,0.112,0.108,
"2023-12-25 00:00:00",0.164,0.273,0.427,2.16,0.234,0.158,0.07,0.17,0.174,0.17,
"2023-12-26 00:00:00",0.176,0.272,0.459,3.228,0.25,0.169,0.074,0.181,0.187,0.184,
"2023-12-27 00:00:00",0.211,0.271,0.551,0,0.298,0.201,0.089,0.217,0.225,0.223,
"2023-12-28 00:00:00",0.324,0.27,0.848,0,0.456,0.307,0.135,0.333,0.348,0.347,
"2023-12-29 00:00:00",0.476,0.269,1.246,0,0.667,0.449,0.198,0.488,0.513,0.516,
"2023-12-30 00:00:00",0.53,0.269,1.387,0,0.739,0.496,0.218,0.541,0.572,0.579,
"2023-12-31 00:00:00",0.184,0.268,0.48,0,0.255,0.171,0.075,0.187,0.199,0.203,
