"DateTime","Ensemble ET","NDVI","Reference ET (ETo)","Precip (gridMET)","eeMetric ET","SSEBop ET","SIMS ET","PT-JPL ET","DisALEXI ET","geeSEBAL ET",
"2021-01-01 00:00:00",1.333,0.217,0.952,0.492,0.144,0.453,0.089,0.581,1.333,1.333,
"2021-01-02 00:00:00",1.016,0.216,0.725,0,0.103,0.349,0.066,0.447,1.016,1.016,
"2021-01-03 00:00:00",1.751,0.214,1.251,0,0.168,0.609,0.112,0.779,1.751,1.751,
"2021-01-04 00:00:00",1.818,0.212,1.299,0,0.163,0.64,0.113,0.817,1.818,1.818,
"2021-01-05 00:00:00",2.5,0.21,1.786,0,0.209,0.89,0.151,1.135,2.5,2.5,
"2021-01-06 00:00:00",1.375,0.208,0.982,0.867,0.107,0.495,0.081,0.63,1.375,1.375,
"2021-01-07 00:00:00",0.625,0.206,0.447,0,0.045,0.228,0.036,0.289,0.625,0.625,
"2021-01-08 00:00:00",0.965,0.205,0.447,0,0.041,0.23,0.035,0.292,1.203,0.929,
"2021-01-09 00:00:00",0.75,0.207,0.536,0,0.045,0.262,0.043,0.328,0.75,0.75,
"2021-01-10 00:00:00",0.64,0.21,0.457,0,0.034,0.211,0.038,0.26,0.64,0.64,
"2021-01-11 00:00:00",1.875,0.212,1.34,0,0.089,0.579,0.116,0.704,1.875,1.875,
"2021-01-12 00:00:00",2.258,0.215,1.775,0,0.103,0.718,0.158,0.857,2.485,2.153,
"2021-01-13 00:00:00",2.251,0.217,2.143,0,0.106,0.807,0.197,0.943,2.868,2.135,
"2021-01-14 00:00:00",1.857,0.22,2.243,0,0.092,0.782,0.213,0.891,2.394,1.748,
"2021-01-15 00:00:00",0.818,0.223,1.35,0,0.044,0.433,0.132,0.478,1.074,0.759,
"2021-01-16 00:00:00",0.488,0.225,1.272,0,0.031,0.373,0.128,0.396,0.667,0.439,
"2021-01-17 00:00:00",0.261,0.228,1.618,0,0.025,0.429,0.168,0.434,0.409,0.208,
"2021-01-18 00:00:00",0.221,0.227,1.35,0,0.051,0.356,0.139,0.368,0.346,0.175,
"2021-01-19 00:00:00",0.237,0.227,1.429,0,0.085,0.374,0.146,0.396,0.371,0.187,
"2021-01-20 00:00:00",0.391,0.226,2.322,0,0.19,0.604,0.236,0.654,0.612,0.308,
"2021-01-21 00:00:00",0.29,0.226,1.697,0,0.176,0.439,0.172,0.485,0.453,0.227,
"2021-01-22 00:00:00",0.172,0.225,0.993,0,0.125,0.255,0.1,0.288,0.269,0.134,
"2021-01-23 00:00:00",0.225,0.225,1.281,0.586,0.19,0.327,0.128,0.378,0.351,0.175,
"2021-01-24 00:00:00",0.159,0.224,0.893,5.469,0.152,0.227,0.089,0.267,0.248,0.123,
"2021-01-25 00:00:00",0.081,0.224,0.447,14.775,0.086,0.113,0.044,0.136,0.125,0.062,
"2021-01-26 00:00:00",0.098,0.223,0.536,3.769,0.115,0.134,0.053,0.165,0.152,0.075,
"2021-01-27 00:00:00",0.083,0.223,0.447,0.049,0.106,0.111,0.044,0.139,0.129,0.063,
"2021-01-28 00:00:00",0.177,0.222,0.941,0,0.244,0.233,0.091,0.298,0.274,0.135,
"2021-01-29 00:00:00",0.301,0.222,1.578,0,0.443,0.387,0.152,0.506,0.465,0.228,
"2021-01-30 00:00:00",0.31,0.221,1.608,9.312,0.487,0.392,0.154,0.523,0.48,0.234,
"2021-01-31 00:00:00",0.19,0.221,0.971,0,0.316,0.235,0.093,0.32,0.293,0.143,
"2021-02-01 00:00:00",0.211,0.22,1.066,0,0.37,0.256,0.101,0.356,0.326,0.158,
"2021-02-02 00:00:00",0.379,0.22,1.893,0,0.699,0.452,0.178,0.641,0.585,0.283,
"2021-02-03 00:00:00",0.598,0.219,2.948,0,1.153,0.699,0.276,1.011,0.922,0.445,
"2021-02-04 00:00:00",0.221,0.219,1.077,0,0.445,0.254,0.1,0.374,0.341,0.164,
"2021-02-05 00:00:00",0.304,0.218,1.465,0,0.638,0.343,0.135,0.515,0.468,0.225,
"2021-02-06 00:00:00",0.122,0.218,0.581,0.867,0.266,0.135,0.053,0.207,0.188,0.09,
"2021-02-07 00:00:00",0.082,0.217,0.387,0,0.186,0.089,0.035,0.14,0.127,0.061,
"2021-02-08 00:00:00",0.125,0.217,0.581,0,0.292,0.133,0.053,0.212,0.192,0.092,
"2021-02-09 00:00:00",0.15,0.216,0.69,0,0.361,0.157,0.062,0.255,0.23,0.11,
"2021-02-10 00:00:00",0.168,0.216,0.763,0,0.417,0.172,0.068,0.285,0.257,0.122,
"2021-02-11 00:00:00",0.108,0.215,0.484,0,0.275,0.109,0.043,0.183,0.165,0.078,
"2021-02-12 00:00:00",0.109,0.215,0.484,0,0.286,0.108,0.043,0.185,0.167,0.079,
"2021-02-13 00:00:00",0.135,0.214,0.593,0,0.363,0.131,0.052,0.229,0.206,0.097,
"2021-02-14 00:00:00",0.081,0.214,0.354,0.655,0.225,0.078,0.031,0.139,0.124,0.059,
"2021-02-15 00:00:00",0.05,0.214,0.217,1.951,0.142,0.047,0.019,0.086,0.077,0.036,
"2021-02-16 00:00:00",0.091,0.213,0.387,0.21,0.263,0.084,0.033,0.155,0.139,0.065,
"2021-02-17 00:00:00",0.161,0.213,0.678,0,0.475,0.145,0.058,0.274,0.245,0.115,
"2021-02-18 00:00:00",0.209,0.212,0.872,0,0.039,0.185,0.074,0.356,0.318,0.149,
"2021-02-19 00:00:00",0.393,0.212,1.624,0,0.069,0.343,0.136,0.671,0.599,0.279,
"2021-02-20 00:00:00",0.573,0.211,2.345,0,0.094,0.491,0.195,0.979,0.873,0.406,
"2021-02-21 00:00:00",0.472,0.211,1.915,0,0.072,0.398,0.158,0.808,0.72,0.334,
"2021-02-22 00:00:00",0.909,0.21,3.649,0,0.128,0.752,0.299,1.555,1.384,0.642,
"2021-02-23 00:00:00",1.097,0.21,4.359,0,0.143,0.891,0.355,1.877,1.669,0.772,
"2021-02-24 00:00:00",0.08,0.209,0.313,0,0.009,0.064,0.025,0.136,0.121,0.056,
"2021-02-25 00:00:00",0.099,0.209,0.387,0,0.011,0.078,0.031,0.17,0.151,0.07,
"2021-02-26 00:00:00",0.229,0.208,0.883,0,0.022,0.176,0.07,0.392,0.347,0.16,
"2021-02-27 00:00:00",0.453,0.208,1.732,0,0.04,0.343,0.137,0.776,0.687,0.316,
"2021-02-28 00:00:00",1.01,0.207,3.83,0,0.079,0.751,0.3,1.733,1.534,0.704,
"2021-03-01 00:00:00",1.046,0.207,3.928,0,0.071,0.764,0.306,1.795,1.587,0.727,
"2021-03-02 00:00:00",0.904,0.206,3.367,0,0.053,0.649,0.26,1.553,1.372,0.627,
"2021-03-03 00:00:00",0.834,0.206,3.076,0,0.041,0.588,0.236,1.432,1.264,0.577,
"2021-03-04 00:00:00",0.844,0.205,3.086,0,0.033,0.585,0.235,1.451,1.279,0.583,
"2021-03-05 00:00:00",0.642,0.205,2.327,0,0.019,0.437,0.176,1.104,0.973,0.443,
"2021-03-06 00:00:00",0.937,0.204,3.367,0,0.02,0.627,0.252,1.612,1.419,0.645,
"2021-03-07 00:00:00",1.234,0.207,4.542,0,0.026,0.848,0.354,2.184,1.877,0.848,
"2021-03-08 00:00:00",1.316,0.209,4.967,0,0.027,0.929,0.402,2.398,2.01,0.902,
"2021-03-09 00:00:00",1.387,0.212,5.373,0,0.029,1.007,0.452,2.604,2.13,0.949,
"2021-03-10 00:00:00",1.132,0.214,4.501,0,0.024,0.845,0.392,2.19,1.746,0.772,
"2021-03-11 00:00:00",0.618,0.217,2.526,0,0.013,0.475,0.228,1.234,0.959,0.421,
"2021-03-12 00:00:00",0.267,0.219,1.122,9.079,0.006,0.212,0.105,0.55,0.417,0.181,
"2021-03-13 00:00:00",0.209,0.222,0.904,14.075,0.004,0.171,0.087,0.445,0.328,0.142,
"2021-03-14 00:00:00",0.206,0.224,0.916,8.028,0.004,0.173,0.091,0.453,0.325,0.139,
"2021-03-15 00:00:00",0.419,0.227,1.922,0.275,0.009,0.364,0.197,0.954,0.665,0.282,
"2021-03-16 00:00:00",0.465,0.229,2.203,20.47,0.009,0.418,0.232,1.097,0.744,0.312,
"2021-03-17 00:00:00",0.1,0.232,0.49,8.652,0.002,0.093,0.053,0.245,0.161,0.067,
"2021-03-18 00:00:00",0.456,0.234,2.307,0,0.009,0.44,0.257,1.158,0.74,0.304,
"2021-03-19 00:00:00",0.456,0.237,2.389,0,0.009,0.456,0.274,1.204,0.746,0.303,
"2021-03-20 00:00:00",0.668,0.239,3.628,0,0.013,0.694,0.427,1.836,1.103,0.441,
"2021-03-21 00:00:00",0.76,0.242,4.282,0,0.015,0.821,0.517,2.175,1.266,0.499,
"2021-03-22 00:00:00",0.362,0.236,2.018,5.965,0.022,0.375,0.229,0.961,0.592,0.246,
"2021-03-23 00:00:00",0.254,0.23,1.403,4.984,0.026,0.252,0.149,0.624,0.409,0.178,
"2021-03-24 00:00:00",0.367,0.224,2.007,0,0.051,0.348,0.199,0.829,0.581,0.264,
"2021-03-25 00:00:00",0.161,0.218,0.874,0.126,0.029,0.146,0.08,0.333,0.251,0.12,
"2021-03-26 00:00:00",0.44,0.213,2.361,23.485,0.095,0.381,0.2,0.826,0.673,0.335,
"2021-03-27 00:00:00",0.395,0.207,2.1,0,0.1,0.327,0.163,0.669,0.594,0.308,
"2021-03-28 00:00:00",0.593,0.201,3.12,0,0.171,0.466,0.219,0.895,0.876,0.474,
"2021-03-29 00:00:00",1.261,0.195,6.577,0,0.41,0.944,0.414,1.679,1.834,1.032,
"2021-03-30 00:00:00",0.602,0.196,3.026,0,0.191,0.432,0.197,0.846,0.883,0.471,
"2021-03-31 00:00:00",0.597,0.198,2.899,0,0.185,0.411,0.195,0.88,0.883,0.447,
"2021-04-01 00:00:00",0.694,0.199,3.256,0,0.211,0.459,0.225,1.067,1.033,0.498,
"2021-04-02 00:00:00",1.309,0.201,5.94,0,0.389,0.832,0.423,2.09,1.96,0.902,
"2021-04-03 00:00:00",1.129,0.202,4.963,0,0.329,0.69,0.364,1.866,1.701,0.747,
"2021-04-04 00:00:00",1.371,0.204,5.844,0,0.392,0.808,0.44,2.339,2.078,0.872,
"2021-04-05 00:00:00",1.376,0.205,5.694,0,0.387,0.782,0.44,2.416,2.097,0.842,
"2021-04-06 00:00:00",0.742,0.207,2.98,16.583,0.205,0.407,0.237,1.337,1.136,0.437,
"2021-04-07 00:00:00",0.293,0.208,1.145,17.689,0.08,0.155,0.093,0.541,0.451,0.167,
"2021-04-08 00:00:00",1.03,0.21,3.912,0.95,0.275,0.527,0.327,1.943,1.591,0.564,
"2021-04-09 00:00:00",0.866,0.211,3.204,9.755,0.228,0.429,0.274,1.669,1.344,0.458,
