"DateTime","Ensemble ET","eeMetric ET","SSEBop ET","SIMS ET","PT-JPL ET","DisALEXI ET","geeSEBAL ET","Precip (gridMET)","Reference ET (ETo)","NDVI",
"2022-03-08 00:00:00",1.011,0.893,0.931,0.226,0.882,0.359,1.867,0,1.798,0.235,
"2022-03-09 00:00:00",0.726,0.664,0.656,0.165,0.645,0.267,1.347,5.857,1.309,0.236,
"2022-03-10 00:00:00",0.267,0.254,0.237,0.062,0.242,0.102,0.499,3.487,0.49,0.236,
"2022-03-11 00:00:00",0.603,0.593,0.524,0.142,0.558,0.24,1.133,0.037,1.122,0.237,
"2022-03-12 00:00:00",1.022,1.041,0.869,0.245,0.965,0.423,1.933,0,1.933,0.237,
"2022-03-13 00:00:00",2.189,2.311,1.82,0.534,2.111,0.941,4.169,0,4.208,0.238,
"2022-03-14 00:00:00",1.34,1.465,1.088,0.333,1.32,0.598,2.569,0,2.619,0.238,
"2022-03-15 00:00:00",1.412,1.599,1.117,0.357,1.42,0.654,2.726,0,2.806,0.239,
"2022-03-16 00:00:00",2.327,2.731,1.793,0.6,2.392,1.12,4.526,0,4.705,0.239,
"2022-03-17 00:00:00",1.304,1.585,0.977,0.343,1.37,0.651,2.555,7.016,2.683,0.24,
"2022-03-18 00:00:00",0.873,1.099,0.634,0.234,0.937,0.453,1.723,2.122,1.828,0.241,
"2022-03-19 00:00:00",1.535,2.003,1.08,0.42,1.686,0.826,3.055,0,3.273,0.241,
"2022-03-20 00:00:00",2.78,3.756,1.888,0.776,3.123,1.552,5.576,0,6.036,0.242,
"2022-03-21 00:00:00",1.282,1.794,0.839,0.365,1.473,0.743,2.593,30.036,2.836,0.242,
"2022-03-22 00:00:00",0.475,0.689,0.299,0.138,0.559,0.286,0.969,14.854,1.071,0.243,
"2022-03-23 00:00:00",0.778,1.169,0.468,0.231,0.937,0.486,1.601,0.411,1.788,0.243,
"2022-03-24 00:00:00",0.718,1.118,0.412,0.218,0.886,0.465,1.491,0,1.683,0.244,
"2022-03-25 00:00:00",1.173,1.893,0.638,0.364,1.483,0.789,2.458,0,2.806,0.244,
"2022-03-26 00:00:00",1.154,1.93,0.592,0.366,1.495,0.806,2.441,0,2.817,0.245,
"2022-03-27 00:00:00",1.183,2.051,0.57,0.384,1.572,0.858,2.528,0,2.95,0.245,
"2022-03-28 00:00:00",1.424,2.561,0.639,0.473,1.941,1.073,3.073,0,3.627,0.246,
"2022-03-29 00:00:00",1.955,3.646,0.809,0.665,2.736,1.53,4.264,3.598,5.09,0.246,
"2022-03-30 00:00:00",0.339,0.656,0.128,0.118,0.487,0.276,0.748,0,0.903,0.247,
"2022-03-31 00:00:00",0.927,1.861,0.315,0.331,1.368,0.783,2.067,0,2.525,0.247,
"2022-04-01 00:00:00",1.383,2.884,0.416,0.507,2.099,1.215,3.121,0,3.858,0.248,
"2022-04-02 00:00:00",1.199,2.375,0.384,0.476,1.849,1.112,2.6,0,3.627,0.248,
"2022-04-03 00:00:00",1.091,2.026,0.374,0.472,1.713,1.074,2.253,0,3.604,0.248,
"2022-04-04 00:00:00",0.971,1.658,0.36,0.461,1.557,1.023,1.882,0,3.531,0.248,
"2022-04-05 00:00:00",0.869,1.326,0.352,0.458,1.43,0.99,1.552,0.16,3.52,0.248,
"2022-04-06 00:00:00",1.045,1.356,0.468,0.62,1.775,1.302,1.665,0,4.772,0.248,
"2022-04-07 00:00:00",0.638,0.64,0.321,0.433,1.127,0.884,0.858,0.16,3.34,0.248,
"2022-04-08 00:00:00",0.652,0.395,0.376,0.517,1.211,1.024,0.659,0,3.997,0.248,
"2022-04-09 00:00:00",0.691,0.031,0.47,0.659,1.372,1.265,0.372,0,5.107,0.248,
"2022-04-10 00:00:00",0.794,0.064,0.54,0.736,1.547,1.435,0.389,0,5.44,0.252,
"2022-04-11 00:00:00",0.639,0.071,0.434,0.578,1.226,1.142,0.287,0,4.081,0.255,
"2022-04-12 00:00:00",1.169,0.162,0.794,1.033,2.208,2.066,0.481,3.821,6.985,0.259,
"2022-04-13 00:00:00",0.57,0.093,0.387,0.493,1.063,0.998,0.216,0,3.2,0.263,
"2022-04-14 00:00:00",0.856,0.157,0.58,0.727,1.578,1.487,0.3,0,4.537,0.266,
"2022-04-15 00:00:00",0.655,0.133,0.444,0.547,1.195,1.129,0.213,0,3.285,0.27,
"2022-04-16 00:00:00",0.764,0.168,0.517,0.628,1.38,1.309,0.231,0,3.637,0.274,
"2022-04-17 00:00:00",0.442,0.104,0.299,0.359,0.792,0.753,0.124,0,2.004,0.278,
"2022-04-18 00:00:00",0.772,0.192,0.523,0.618,1.373,1.309,0.203,0,3.34,0.281,
"2022-04-19 00:00:00",0.933,0.244,0.632,0.738,1.647,1.573,0.229,0,3.858,0.285,
"2022-04-20 00:00:00",0.971,0.265,0.657,0.76,1.703,1.63,0.223,0.352,3.845,0.289,
"2022-04-21 00:00:00",1.423,0.403,0.963,1.102,2.48,2.378,0.307,0,5.406,0.292,
"2022-04-22 00:00:00",1.699,0.498,1.149,1.303,2.944,2.828,0.343,0,6.203,0.296,
"2022-04-23 00:00:00",1.791,0.542,1.211,1.362,3.087,2.971,0.34,0.553,6.295,0.3,
"2022-04-24 00:00:00",1.371,0.426,0.927,1.034,2.351,2.266,0.244,0,4.644,0.303,
"2022-04-25 00:00:00",1.226,0.391,0.829,0.917,2.093,2.02,0.206,0,4.008,0.307,
"2022-04-26 00:00:00",1.675,0.613,1.148,1.347,2.779,2.629,0.418,0,5.216,0.32,
"2022-04-27 00:00:00",2.474,1.011,1.715,2.113,3.994,3.704,0.802,0,7.349,0.334,
"2022-04-28 00:00:00",2.231,0.999,1.564,2.009,3.513,3.196,0.875,0.172,6.339,0.347,
"2022-04-29 00:00:00",1.852,0.896,1.311,1.746,2.847,2.541,0.842,23.543,5.04,0.361,
"2022-04-30 00:00:00",1.526,0.788,1.09,1.498,2.294,2.01,0.781,0,3.986,0.374,
"2022-05-01 00:00:00",1.844,1.008,1.328,1.876,2.714,2.335,1.041,0.433,4.63,0.387,
"2022-05-02 00:00:00",0.402,0.231,0.291,0.422,0.579,0.49,0.246,17.608,0.971,0.401,
"2022-05-03 00:00:00",1.038,0.624,0.758,1.122,1.469,1.22,0.684,0,2.419,0.414,
"2022-05-04 00:00:00",0.767,0.48,0.564,0.852,1.067,0.871,0.538,13.95,1.727,0.428,
"2022-05-05 00:00:00",0.69,0.447,0.511,0.785,0.944,0.757,0.511,25.011,1.501,0.441,
"2022-05-06 00:00:00",1.362,0.912,1.013,1.583,1.833,1.446,1.059,0.5,2.866,0.454,
"2022-05-07 00:00:00",2.323,1.601,1.737,2.753,3.078,2.39,1.886,0,4.735,0.468,
"2022-05-08 00:00:00",2.338,1.655,1.757,2.823,3.054,2.333,1.975,0,4.621,0.481,
"2022-05-09 00:00:00",4.345,3.152,3.279,5.336,5.596,4.207,3.802,0,8.333,0.495,
"2022-05-10 00:00:00",3.329,2.47,2.523,4.153,4.231,3.131,3.009,0,6.201,0.508,
"2022-05-11 00:00:00",3.365,2.55,2.56,4.26,4.223,3.077,3.133,0,6.094,0.522,
"2022-05-12 00:00:00",4.278,3.29,3.325,5.277,5.234,4.005,3.986,0.103,7.406,0.534,
"2022-05-13 00:00:00",2.787,2.172,2.208,3.355,3.329,2.664,2.599,0,4.621,0.547,
"2022-05-14 00:00:00",3.443,2.717,2.776,4.051,4.022,3.355,3.213,3.171,5.478,0.56,
"2022-05-15 00:00:00",2.069,1.65,1.694,2.382,2.366,2.051,1.931,13.196,3.163,0.572,
"2022-05-16 00:00:00",3.356,2.704,2.788,3.786,3.762,3.379,3.135,0,4.939,0.585,
"2022-05-17 00:00:00",4.105,3.339,3.455,4.542,4.516,4.192,3.836,29.186,5.824,0.598,
"2022-05-18 00:00:00",3.599,2.953,3.066,3.91,3.889,3.724,3.365,0,4.928,0.611,
"2022-05-19 00:00:00",4.148,3.431,3.574,4.429,4.407,4.344,3.881,0,5.489,0.623,
"2022-05-20 00:00:00",2.868,2.39,2.497,3.013,2.999,3.038,2.684,0,3.672,0.636,
"2022-05-21 00:00:00",2.42,2.031,2.127,2.503,2.492,2.59,2.266,0,3.001,0.649,
"2022-05-22 00:00:00",3.48,2.939,3.085,3.544,3.531,3.76,3.259,0,4.182,0.662,
"2022-05-23 00:00:00",2.967,2.52,2.652,2.978,2.968,3.234,2.779,3.979,3.46,0.674,
"2022-05-24 00:00:00",1.296,1.107,1.168,1.284,1.28,1.425,1.215,18.235,1.468,0.687,
"2022-05-25 00:00:00",1.27,1.091,1.153,1.241,1.238,1.407,1.191,41.289,1.398,0.7,
"2022-05-26 00:00:00",2.353,2.031,2.15,2.271,2.265,2.626,2.206,0,2.52,0.713,
"2022-05-27 00:00:00",5.001,4.337,4.599,4.77,4.759,5.62,4.691,0,5.214,0.725,
"2022-05-28 00:00:00",6.379,5.654,5.928,6.1,6.012,7.118,5.979,0,6.65,0.728,
"2022-05-29 00:00:00",7.031,6.366,6.602,6.741,6.56,7.788,6.584,0.172,7.329,0.731,
"2022-05-30 00:00:00",5.366,4.962,5.091,5.158,4.956,5.9,5.021,41.025,5.593,0.734,
"2022-05-31 00:00:00",2.956,2.79,2.834,2.849,2.703,3.227,2.764,6.3,3.081,0.736,
"2022-06-01 00:00:00",1.637,1.576,1.585,1.582,1.481,1.773,1.529,3.229,1.706,0.739,
"2022-06-02 00:00:00",4.678,4.594,4.575,4.532,4.19,5.031,4.366,0,4.876,0.742,
"2022-06-03 00:00:00",5.743,5.751,5.673,5.579,5.091,6.13,5.355,0,5.986,0.745,
"2022-06-04 00:00:00",3.688,3.763,3.679,3.592,3.234,3.907,3.436,8.84,3.843,0.747,
"2022-06-05 00:00:00",4.567,4.747,4.6,4.459,3.963,4.801,4.251,4.354,4.759,0.75,
"2022-06-06 00:00:00",5.057,5.354,5.144,4.951,4.341,5.276,4.704,4.659,5.27,0.753,
"2022-06-07 00:00:00",4.758,5.128,4.885,4.669,4.04,4.925,4.421,15.483,4.958,0.755,
"2022-06-08 00:00:00",4.429,4.858,4.59,4.358,3.719,4.549,4.112,0,4.615,0.758,
"2022-06-09 00:00:00",4.66,5.202,4.876,4.598,3.87,4.749,4.323,0,4.856,0.761,
"2022-06-10 00:00:00",4.827,5.48,5.097,4.774,3.963,4.88,4.474,0,5.029,0.764,
"2022-06-11 00:00:00",5.735,6.621,6.112,5.686,4.656,5.752,5.311,31.465,5.975,0.766,
"2022-06-12 00:00:00",4.858,5.701,5.225,4.829,3.898,4.833,4.495,0,5.061,0.769,
"2022-06-13 00:00:00",9.107,10.862,9.883,9.076,7.223,8.987,8.419,0,9.488,0.772,
"2022-06-14 00:00:00",7.73,9.368,8.465,7.724,6.06,7.566,7.141,0,8.054,0.775,
"2022-06-15 00:00:00",5.835,7.183,6.446,5.845,4.519,5.664,5.385,0,6.079,0.777,
"2022-06-16 00:00:00",6.156,7.696,6.86,6.181,4.71,5.926,5.676,0,6.413,0.78,
"2022-06-17 00:00:00",6.436,8.169,7.235,6.478,4.865,6.144,5.929,0,6.704,0.783,
"2022-06-18 00:00:00",6.694,8.625,7.591,6.756,4.998,6.337,6.162,0,6.973,0.785,
"2022-06-19 00:00:00",6.626,8.664,7.578,6.703,4.885,6.219,6.094,0,6.902,0.788,
"2022-06-20 00:00:00",7.524,9.982,8.679,7.631,5.477,7.001,6.914,0,7.837,0.791,
"2022-06-21 00:00:00",6.752,8.744,7.692,6.764,4.921,6.331,6.241,55.411,6.934,0.793,
"2022-06-22 00:00:00",3.972,5.022,4.47,3.931,2.898,3.752,3.692,0.5,4.022,0.795,
"2022-06-23 00:00:00",3.892,4.804,4.328,3.806,2.843,3.703,3.638,41.751,3.887,0.798,
"2022-06-24 00:00:00",6.117,7.371,6.722,5.911,4.472,5.859,5.747,0,6.026,0.8,
"2022-06-25 00:00:00",4.928,5.8,5.353,4.707,3.607,4.752,4.655,0.103,4.79,0.802,
"2022-06-26 00:00:00",4.205,4.832,4.515,3.97,3.08,4.081,3.991,0,4.033,0.804,
"2022-06-27 00:00:00",5.063,5.681,5.375,4.726,3.712,4.944,4.828,0,4.793,0.807,
"2022-06-28 00:00:00",6.919,7.583,7.264,6.388,5.078,6.797,6.629,0,6.466,0.809,
"2022-06-29 00:00:00",7.744,8.637,8.177,7.152,5.93,7.595,7.638,0,7.245,0.807,
"2022-06-30 00:00:00",8.026,9.106,8.522,7.414,6.402,7.858,8.143,0,7.518,0.805,
"2022-07-01 00:00:00",4.528,5.225,4.834,4.183,3.756,4.425,4.722,52.327,4.246,0.803,
"2022-07-02 00:00:00",3.831,4.495,4.113,3.541,3.301,3.738,4.104,3.396,3.597,0.802,
"2022-07-03 00:00:00",5.78,6.895,6.24,5.343,5.166,5.629,6.356,0,5.433,0.8,
"2022-07-04 00:00:00",7.56,9.166,8.207,6.991,7.001,7.35,8.529,0,7.115,0.798,
"2022-07-05 00:00:00",6.923,8.53,7.557,6.404,6.635,6.719,8.008,0,6.523,0.796,
"2022-07-06 00:00:00",5.665,7.091,6.218,5.241,5.613,5.488,6.715,0.657,5.344,0.794,
"2022-07-07 00:00:00",5.345,6.915,5.973,5.028,5.192,5.169,6.224,0.149,5.136,0.792,
"2022-07-08 00:00:00",5.059,6.767,5.76,4.842,4.813,4.884,5.783,0,4.956,0.79,
"2022-07-09 00:00:00",4.772,6.599,5.537,4.647,4.44,4.597,5.348,0,4.766,0.788,
"2022-07-10 00:00:00",5.973,8.543,7.065,5.921,5.428,5.743,6.555,0,6.084,0.786,
"2022-07-11 00:00:00",5.43,8.032,6.55,5.481,4.811,5.209,5.827,0,5.643,0.783,
"2022-07-12 00:00:00",4.925,7.538,6.061,5.065,4.248,4.715,5.161,0,5.226,0.781,
"2022-07-13 00:00:00",5.892,9.333,7.402,6.176,4.938,5.627,6.02,0,6.384,0.779,
"2022-07-14 00:00:00",7.047,11.555,9.04,7.532,5.726,6.714,7.006,0.433,7.801,0.777,
"2022-07-15 00:00:00",6.709,10.648,8.617,7.2,5.372,6.346,6.513,0,7.474,0.775,
"2022-07-16 00:00:00",4.221,6.476,5.43,4.549,3.33,3.963,3.998,0.24,4.733,0.773,
"2022-07-17 00:00:00",4.39,6.499,5.654,4.75,3.411,4.09,4.052,0,4.954,0.772,
"2022-07-18 00:00:00",4.866,6.937,6.275,5.286,3.721,4.498,4.372,0,5.526,0.77,
"2022-07-19 00:00:00",6.511,8.922,8.408,7.103,4.898,5.971,5.689,0,7.443,0.768,
"2022-07-20 00:00:00",5.331,7.007,6.894,5.841,3.944,4.85,4.525,0,6.134,0.766,
"2022-07-21 00:00:00",6.667,8.385,8.634,7.336,4.848,6.015,5.49,0,7.722,0.764,
"2022-07-22 00:00:00",7.095,8.516,9.202,7.841,5.068,6.348,5.66,0,8.272,0.762,
"2022-07-23 00:00:00",8.226,9.652,10.324,8.886,5.713,7.844,6.836,0,9.351,0.765,
"2022-07-24 00:00:00",4.853,5.57,5.898,5.128,3.279,4.899,4.187,66.866,5.382,0.768,
"2022-07-25 00:00:00",3.144,3.532,3.702,3.252,2.068,3.342,2.808,5.717,3.404,0.771,
"2022-07-26 00:00:00",2.84,3.124,3.241,2.876,1.819,3.163,2.618,2.241,3.003,0.773,
"2022-07-27 00:00:00",4.543,4.897,5.028,4.508,2.836,5.28,4.313,5.044,4.695,0.776,
"2022-07-28 00:00:00",4.113,4.345,4.416,4.001,2.503,4.971,4.012,1.189,4.156,0.779,
"2022-07-29 00:00:00",3.991,4.136,4.159,3.808,2.369,5.001,3.994,0,3.945,0.782,
"2022-07-30 00:00:00",4.535,4.611,4.589,4.246,2.627,5.875,4.648,0,4.388,0.784,
"2022-07-31 00:00:00",5.775,5.731,5.706,5.279,3.298,7.238,5.632,0,5.475,0.78,
"2022-08-01 00:00:00",6.258,6.065,6.04,5.587,3.525,7.59,5.806,0,5.815,0.777,
"2022-08-02 00:00:00",7.971,7.546,7.517,6.954,4.43,9.357,7.031,0,7.264,0.773,
"2022-08-03 00:00:00",5.465,5.055,5.038,4.66,2.998,6.211,4.581,0.659,4.885,0.769,
"2022-08-04 00:00:00",6.541,5.915,5.897,5.454,3.543,7.199,5.206,0,5.738,0.765,
"2022-08-05 00:00:00",7.01,6.198,6.181,5.717,3.749,7.471,5.293,0,6.036,0.762,
"2022-08-06 00:00:00",9.092,7.863,7.844,7.255,4.804,9.385,6.509,0,7.688,0.758,
"2022-08-07 00:00:00",8.221,6.957,6.943,6.422,4.293,8.221,5.574,0,6.83,0.754,
"2022-08-08 00:00:00",4.106,3.617,3.611,3.34,2.254,4.043,2.801,0,3.565,0.75,
"2022-08-09 00:00:00",5.833,5.36,5.353,4.951,3.373,5.646,4.007,0,5.304,0.747,
"2022-08-10 00:00:00",5.171,4.968,4.963,4.59,3.157,4.909,3.578,0,4.935,0.743,
"2022-08-11 00:00:00",5.866,5.907,5.904,5.459,3.791,5.45,4.093,0,5.892,0.739,
"2022-08-12 00:00:00",6.144,6.501,6.5,6.011,4.214,5.57,4.325,0,6.511,0.735,
"2022-08-13 00:00:00",6.367,7.101,7.103,6.567,4.647,5.611,4.526,0,7.14,0.732,
"2022-08-14 00:00:00",4.445,5.243,5.246,4.851,3.465,3.791,3.195,0,5.294,0.728,
"2022-08-15 00:00:00",5.097,6.383,6.39,5.908,4.26,4.183,3.709,3.286,6.471,0.724,
"2022-08-16 00:00:00",1.928,2.323,2.323,2.168,1.656,1.655,1.501,4.544,2.374,0.724,
"2022-08-17 00:00:00",3.244,3.761,3.759,3.54,2.858,2.9,2.678,0,3.876,0.724,
"2022-08-18 00:00:00",4.037,4.508,4.502,4.279,3.639,3.743,3.513,0,4.685,0.724,
"2022-08-19 00:00:00",2.928,3.153,3.146,3.018,2.696,2.807,2.672,20.328,3.304,0.724,
"2022-08-20 00:00:00",3.881,4.031,4.019,3.892,3.645,3.837,3.696,0,4.26,0.724,
"2022-08-21 00:00:00",3.651,3.66,3.646,3.565,3.492,3.712,3.615,0,3.902,0.725,
"2022-08-22 00:00:00",3.914,3.791,3.773,3.725,3.809,4.085,4.016,0,4.076,0.725,
"2022-08-23 00:00:00",4.272,3.998,3.976,3.964,4.223,4.566,4.529,0,4.337,0.725,
"2022-08-24 00:00:00",4.525,4.402,4.284,4.269,4.413,4.722,4.732,0,4.684,0.722,
"2022-08-25 00:00:00",4.282,4.33,4.124,4.108,4.116,4.355,4.413,0,4.521,0.719,
"2022-08-26 00:00:00",5.103,5.363,5.002,4.98,4.831,5.049,5.18,0,5.498,0.716,
"2022-08-27 00:00:00",4.416,4.825,4.409,4.387,4.115,4.243,4.411,12.041,4.858,0.713,
"2022-08-28 00:00:00",4.608,5.234,4.686,4.66,4.221,4.289,4.524,0,5.177,0.71,
"2022-08-29 00:00:00",3.627,4.284,3.759,3.737,3.262,3.262,3.496,0,4.163,0.707,
"2022-08-30 00:00:00",3.926,4.823,4.15,4.123,3.465,3.404,3.713,0,4.608,0.705,
"2022-08-31 00:00:00",4.257,5.44,4.59,4.559,3.68,3.545,3.944,0,5.111,0.702,
"2022-09-01 00:00:00",4.193,5.363,4.6,4.552,3.658,3.517,3.846,0,5.152,0.693,
"2022-09-02 00:00:00",3.827,4.898,4.274,4.213,3.369,3.234,3.473,0,4.815,0.685,
"2022-09-03 00:00:00",3.488,4.469,3.968,3.898,3.102,2.971,3.131,0,4.498,0.676,
"2022-09-04 00:00:00",3.196,4.098,3.705,3.625,2.871,2.744,2.835,0,4.225,0.667,
"2022-09-05 00:00:00",2.914,3.74,3.445,3.358,2.645,2.523,2.552,0,3.952,0.659,
"2022-09-06 00:00:00",3.094,3.976,3.734,3.625,2.84,2.704,2.674,0,4.309,0.65,
"2022-09-07 00:00:00",3.102,3.991,3.822,3.696,2.881,2.736,2.643,0,4.438,0.642,
"2022-09-08 00:00:00",3.712,4.781,4.673,4.5,3.488,3.305,3.114,0,5.46,0.633,
"2022-09-09 00:00:00",2.917,3.746,3.679,3.482,2.626,2.621,2.406,0,4.234,0.632,
"2022-09-10 00:00:00",0.623,0.797,0.787,0.732,0.536,0.564,0.505,18.176,0.892,0.63,
"2022-09-11 00:00:00",2.682,3.425,3.395,3.105,2.209,2.453,2.139,0,3.793,0.628,
"2022-09-12 00:00:00",3.405,4.338,4.318,3.883,2.681,3.14,2.671,0,4.755,0.627,
"2022-09-13 00:00:00",3.492,4.437,4.435,3.923,2.624,3.246,2.694,0,4.815,0.625,
"2022-09-14 00:00:00",4.01,5.082,5.101,4.438,2.873,3.756,3.043,0,5.461,0.624,
"2022-09-15 00:00:00",4.151,5.248,5.288,4.528,2.833,3.918,3.1,0,5.584,0.622,
