Date,ET_mm_ensemble,ET_mm_eemetric,ET_mm_ssebop,ET_mm_sims,ET_mm_ptjpl,ET_mm_disalexi,ET_mm_geesebal,precip_mm_gridmet,ETo_mm_gridmet,NDVI
2023-03-08T00:00:00Z,0.625,0.823,0.296,0.16,0.608,0.708,0.618,0.93,1.216,0.251
2023-03-09T00:00:00Z,0.532,0.724,0.249,0.134,0.492,0.611,0.552,1.911,1.029,0.25
2023-03-10T00:00:00Z,0.826,1.163,0.383,0.205,0.727,0.965,0.898,0,1.591,0.249
2023-03-11T00:00:00Z,0.488,0.71,0.224,0.119,0.408,0.579,0.555,1.676,0.936,0.247
2023-03-12T00:00:00Z,0.981,1.47,0.446,0.236,0.776,1.18,1.162,0,1.871,0.246
2023-03-13T00:00:00Z,0.893,1.377,0.401,0.211,0.667,1.089,1.1,0,1.695,0.245
2023-03-14T00:00:00Z,1.457,2.311,0.648,0.339,1.024,1.801,1.865,0,2.752,0.244
2023-03-15T00:00:00Z,2.349,3.829,1.034,0.537,1.549,2.944,3.117,0.311,4.417,0.243
2023-03-16T00:00:00Z,0.921,1.541,0.401,0.207,0.568,1.169,1.265,7.215,1.724,0.242
2023-03-17T00:00:00Z,1.255,2.155,0.542,0.278,0.721,1.615,1.783,0,2.339,0.241
2023-03-18T00:00:00Z,0.914,1.608,0.39,0.199,0.486,1.191,1.34,0,1.695,0.24
2023-03-19T00:00:00Z,1.425,2.566,0.602,0.305,0.699,1.879,2.153,0,2.63,0.239
2023-03-20T00:00:00Z,2.601,4.306,1.094,0.551,1.576,3.504,3.77,0,4.769,0.239
2023-03-21T00:00:00Z,1.209,1.828,0.506,0.254,0.87,1.662,1.678,0.24,2.202,0.238
2023-03-22T00:00:00Z,0.873,1.196,0.364,0.181,0.727,1.224,1.159,0,1.579,0.238
2023-03-23T00:00:00Z,1.053,1.296,0.437,0.216,0.993,1.505,1.336,0,1.892,0.238
2023-03-24T00:00:00Z,1.439,1.571,0.594,0.293,1.514,2.093,1.74,1.626,2.568,0.237
2023-03-25T00:00:00Z,1.582,1.513,0.65,0.319,1.837,2.344,1.822,1.424,2.806,0.237
2023-03-26T00:00:00Z,0.815,0.669,0.333,0.162,1.032,1.228,0.891,0.137,1.435,0.236
2023-03-27T00:00:00Z,1.069,0.736,0.435,0.211,1.467,1.638,1.109,0.946,1.87,0.236
2023-03-28T00:00:00Z,1.352,0.906,0.564,0.298,1.899,2.083,1.359,0,2.619,0.237
2023-03-29T00:00:00Z,1.576,1.02,0.676,0.393,2.276,2.444,1.521,0,3.418,0.238
2023-03-30T00:00:00Z,1.797,1.109,0.799,0.514,2.684,2.808,1.642,0,4.424,0.239
2023-03-31T00:00:00Z,1.303,0.754,0.606,0.436,2.032,2.058,1.103,0,3.711,0.239
2023-04-01T00:00:00Z,1.243,0.653,0.613,0.498,2.05,1.991,0.938,0,4.199,0.24
2023-04-02T00:00:00Z,1.375,0.615,0.733,0.683,2.447,2.246,0.853,0,5.704,0.241
2023-04-03T00:00:00Z,0.735,0.238,0.44,0.478,1.462,1.239,0.299,0,3.952,0.242
2023-04-04T00:00:00Z,0.849,0.081,0.609,0.792,2.015,1.512,0.011,0,6.485,0.243
2023-04-05T00:00:00Z,0.454,0.06,0.332,0.414,1.011,0.758,0.063,0,3.245,0.246
2023-04-06T00:00:00Z,0.448,0.073,0.333,0.4,0.941,0.705,0.112,0,3.01,0.25
2023-04-07T00:00:00Z,0.764,0.146,0.576,0.669,1.515,1.136,0.265,0,4.835,0.254
2023-04-08T00:00:00Z,0.901,0.195,0.689,0.776,1.696,1.27,0.391,0,5.396,0.258
2023-04-09T00:00:00Z,0.883,0.21,0.682,0.748,1.581,1.183,0.452,0,5.014,0.261
2023-04-10T00:00:00Z,0.827,0.214,0.646,0.692,1.414,1.058,0.482,0,4.47,0.265
2023-04-11T00:00:00Z,1.103,0.305,0.869,0.91,1.802,1.348,0.713,0,5.682,0.269
2023-04-12T00:00:00Z,1.387,0.407,1.102,1.131,2.172,1.623,0.977,0,6.828,0.273
2023-04-13T00:00:00Z,1.564,0.572,1.257,1.32,2.354,1.753,1.151,0,7.125,0.281
2023-04-14T00:00:00Z,1.361,0.582,1.104,1.182,1.976,1.467,1.038,17.988,5.766,0.29
2023-04-15T00:00:00Z,0.22,0.106,0.18,0.195,0.309,0.228,0.173,6.997,0.87,0.298
2023-04-16T00:00:00Z,1.328,0.702,1.095,1.208,1.814,1.339,1.071,0,4.941,0.306
2023-04-17T00:00:00Z,1.515,0.864,1.257,1.403,2.015,1.483,1.249,0,5.312,0.315
2023-04-18T00:00:00Z,1.916,1.165,1.598,1.803,2.487,1.826,1.61,0,6.351,0.323
2023-04-19T00:00:00Z,1.817,1.165,1.523,1.734,2.307,1.689,1.553,26.856,5.712,0.332
2023-04-20T00:00:00Z,1.067,0.716,0.898,1.031,1.327,0.97,0.926,0,3.19,0.34
2023-04-21T00:00:00Z,1.369,0.957,1.158,1.339,1.672,1.219,1.205,0,3.902,0.349
2023-04-22T00:00:00Z,1.157,0.837,0.982,1.143,1.388,1.01,1.03,0,3.149,0.357
2023-04-23T00:00:00Z,1.245,0.93,1.06,1.241,1.47,1.067,1.121,0,3.245,0.366
2023-04-24T00:00:00Z,1.842,1.414,1.573,1.852,2.141,1.552,1.675,0,4.603,0.374
2023-04-25T00:00:00Z,1.17,0.92,1.002,1.185,1.341,0.97,1.074,0,2.808,0.383
2023-04-26T00:00:00Z,1.865,1.5,1.601,1.902,2.109,1.524,1.726,0,4.306,0.391
2023-04-27T00:00:00Z,1.31,1.075,1.127,1.345,1.463,1.055,1.222,0,2.914,0.4
2023-04-28T00:00:00Z,0.737,0.616,0.636,0.761,0.813,0.586,0.692,0,1.581,0.408
2023-04-29T00:00:00Z,2.873,2.444,2.484,2.984,3.136,2.256,2.717,0,5.957,0.416
2023-04-30T00:00:00Z,2.291,1.979,1.985,2.392,2.475,1.778,2.18,0,4.594,0.425
2023-05-01T00:00:00Z,2.427,2.128,2.107,2.546,2.597,1.863,2.323,0,4.713,0.433
2023-05-02T00:00:00Z,2.401,2.133,2.087,2.53,2.545,1.823,2.31,0,4.518,0.442
2023-05-03T00:00:00Z,2.408,2.166,2.097,2.548,2.53,1.81,2.328,0,4.395,0.45
2023-05-04T00:00:00Z,2.48,2.256,2.163,2.635,2.583,1.847,2.409,4.711,4.395,0.459
2023-05-05T00:00:00Z,2.585,2.377,2.257,2.756,2.671,1.907,2.521,6.182,4.451,0.467
2023-05-06T00:00:00Z,3.969,3.686,3.47,4.246,4.069,2.902,3.887,0,6.646,0.476
2023-05-07T00:00:00Z,4.113,3.843,3.673,4.377,4.23,3.203,4,7.045,6.691,0.489
2023-05-08T00:00:00Z,3.424,3.218,3.117,3.625,3.531,2.819,3.308,0,5.415,0.502
2023-05-09T00:00:00Z,2.571,2.429,2.383,2.708,2.658,2.226,2.468,31.567,3.956,0.516
2023-05-10T00:00:00Z,2.473,2.348,2.33,2.592,2.563,2.239,2.359,0,3.704,0.529
2023-05-11T00:00:00Z,2.328,2.221,2.228,2.429,2.418,2.196,2.208,4.386,3.397,0.543
2023-05-12T00:00:00Z,3.95,3.786,3.837,4.104,4.113,3.87,3.727,0,5.621,0.556
2023-05-13T00:00:00Z,3.527,3.395,3.473,3.649,3.68,3.576,3.31,0,4.896,0.569
2023-05-14T00:00:00Z,2.716,2.625,2.71,2.799,2.84,2.843,2.536,7.08,3.681,0.583
2023-05-15T00:00:00Z,0.901,0.874,0.91,0.925,0.944,0.971,0.837,2.582,1.193,0.596
2023-05-16T00:00:00Z,1.719,1.674,1.756,1.759,1.804,1.904,1.59,0,2.224,0.61
2023-05-17T00:00:00Z,3.718,3.633,3.838,3.789,3.908,4.223,3.423,0,4.702,0.623
2023-05-18T00:00:00Z,3.866,3.79,4.033,3.927,4.071,4.497,3.544,0,4.783,0.636
2023-05-19T00:00:00Z,1.685,1.657,1.775,1.706,1.777,2.004,1.539,0.172,2.04,0.65
2023-05-20T00:00:00Z,3.561,3.512,3.785,3.594,3.76,4.323,3.238,0,4.221,0.663
2023-05-21T00:00:00Z,4.092,4.048,4.387,4.118,4.327,5.065,3.707,0,4.751,0.676
2023-05-22T00:00:00Z,3.772,3.742,4.079,3.785,3.995,4.756,3.405,0,4.292,0.69
2023-05-23T00:00:00Z,3.863,3.903,4.163,3.867,4.039,4.743,3.506,0,4.377,0.691
2023-05-24T00:00:00Z,4.421,4.546,4.748,4.414,4.562,5.282,4.035,0,4.988,0.693
2023-05-25T00:00:00Z,4.475,4.682,4.791,4.456,4.558,5.202,4.107,1.438,5.028,0.695
2023-05-26T00:00:00Z,4.623,4.918,4.932,4.591,4.647,5.223,4.265,0,5.172,0.696
2023-05-27T00:00:00Z,5.301,5.734,5.637,5.252,5.259,5.82,4.917,0,5.906,0.698
2023-05-28T00:00:00Z,4.734,5.203,5.018,4.679,4.634,5.047,4.414,4.956,5.252,0.699
2023-05-29T00:00:00Z,5.047,5.633,5.331,4.975,4.874,5.221,4.729,0,5.575,0.701
2023-05-30T00:00:00Z,4.903,5.557,5.162,4.821,4.673,4.919,4.618,0.057,5.394,0.703
2023-05-31T00:00:00Z,4.614,5.142,4.783,4.529,4.375,4.736,4.468,22.559,5.036,0.709
2023-06-01T00:00:00Z,3.674,4.026,3.75,3.601,3.467,3.855,3.653,16.768,3.98,0.714
2023-06-02T00:00:00Z,3.85,4.148,3.869,3.768,3.616,4.126,3.926,0,4.139,0.72
2023-06-03T00:00:00Z,3.1,3.283,3.067,3.029,2.897,3.39,3.239,8.491,3.307,0.726
2023-06-04T00:00:00Z,5.695,5.93,5.547,5.556,5.297,6.353,6.092,0,6.029,0.732
2023-06-05T00:00:00Z,4.492,4.598,4.307,4.375,4.158,5.107,4.914,0.309,4.72,0.738
2023-06-06T00:00:00Z,4.974,5.006,4.696,4.838,4.584,5.761,5.562,0,5.188,0.744
2023-06-07T00:00:00Z,5.481,5.422,5.095,5.323,5.028,6.461,6.258,0,5.675,0.75
2023-06-08T00:00:00Z,4.67,4.694,4.367,4.531,4.275,5.382,5.29,0,4.834,0.749
2023-06-09T00:00:00Z,5.353,5.465,5.034,5.187,4.889,6.027,6.014,28.445,5.539,0.748
2023-06-10T00:00:00Z,3.336,3.459,3.156,3.229,3.04,3.667,3.717,0,3.45,0.747
2023-06-11T00:00:00Z,2.804,2.952,2.668,2.711,2.55,3.009,3.099,0,2.9,0.745
2023-06-12T00:00:00Z,4.805,5.135,4.598,4.64,4.359,5.028,5.266,0,4.967,0.744
2023-06-13T00:00:00Z,5.179,5.618,4.986,4.997,4.689,5.283,5.629,2.505,5.353,0.743
2023-06-14T00:00:00Z,4.9,5.392,4.743,4.721,4.426,4.869,5.28,0,5.062,0.742
2023-06-15T00:00:00Z,5.696,6.359,5.545,5.482,5.134,5.509,6.086,0,5.883,0.741
2023-06-16T00:00:00Z,5.616,6.284,5.61,5.484,5.04,5.35,5.912,0,5.871,0.744
2023-06-17T00:00:00Z,5.281,5.923,5.412,5.233,4.719,4.952,5.475,9.255,5.59,0.746
2023-06-18T00:00:00Z,5.062,5.691,5.323,5.091,4.503,4.67,5.164,0,5.425,0.749
2023-06-19T00:00:00Z,6.387,7.199,6.891,6.521,5.656,5.793,6.409,0,6.934,0.752
2023-06-20T00:00:00Z,6.54,7.39,7.24,6.78,5.764,5.827,6.449,0,7.192,0.754
2023-06-21T00:00:00Z,5.401,6.119,6.134,5.685,4.737,4.723,5.23,0,6.017,0.757
2023-06-22T00:00:00Z,5.01,5.691,5.838,5.356,4.372,4.297,4.76,0.801,5.656,0.76
2023-06-23T00:00:00Z,5.723,6.518,6.842,6.214,4.968,4.809,5.33,0,6.548,0.762
2023-06-24T00:00:00Z,7.4,7.792,8.339,7.459,6.435,6.465,6.89,0.711,7.858,0.763
2023-06-25T00:00:00Z,8.175,7.998,8.725,7.688,7.12,7.378,7.609,0,8.099,0.763
2023-06-26T00:00:00Z,7.934,7.246,8.056,6.994,6.92,7.362,7.384,0,7.367,0.763
2023-06-27T00:00:00Z,7.866,6.731,7.626,6.524,6.868,7.473,7.319,0.576,6.871,0.763
2023-06-28T00:00:00Z,9.878,7.95,9.175,7.738,8.635,9.581,9.191,0,8.148,0.763
2023-06-29T00:00:00Z,8.368,6.352,7.467,6.209,7.321,8.264,7.784,0,6.537,0.764
2023-06-30T00:00:00Z,7.912,5.681,6.801,5.577,6.929,7.94,7.36,26.324,5.871,0.764
2023-07-01T00:00:00Z,5.771,3.929,4.789,3.873,5.057,5.874,5.367,0.24,4.077,0.764
2023-07-02T00:00:00Z,7.472,5.233,6.259,5.181,6.599,7.634,7.068,0,5.453,0.764
2023-07-03T00:00:00Z,7.628,5.5,6.453,5.468,6.791,8.057,7.344,0,5.755,0.765
2023-07-04T00:00:00Z,8.508,6.323,7.273,6.314,7.64,9.281,8.345,51.204,6.644,0.765
2023-07-05T00:00:00Z,4.778,3.665,4.129,3.675,4.33,5.345,4.779,0,3.866,0.765
2023-07-06T00:00:00Z,5.674,4.498,4.963,4.53,5.193,6.519,5.795,0.782,4.766,0.765
2023-07-07T00:00:00Z,5.242,4.3,4.642,4.349,4.847,6.191,5.471,0,4.575,0.765
2023-07-08T00:00:00Z,4.71,4.004,4.227,4.068,4.404,5.728,5.031,0,4.278,0.766
2023-07-09T00:00:00Z,5.127,4.525,4.668,4.617,4.852,6.43,5.612,0,4.856,0.766
2023-07-10T00:00:00Z,6.471,5.74,5.933,5.823,6.162,8.021,7.089,0,6.125,0.765
2023-07-11T00:00:00Z,6.284,5.602,5.801,5.649,6.021,7.698,6.891,0,5.946,0.765
2023-07-12T00:00:00Z,5.407,4.845,5.026,4.857,5.213,6.546,5.936,0,5.114,0.764
2023-07-13T00:00:00Z,4.43,3.989,4.146,3.976,4.297,5.3,4.868,0,4.188,0.764
2023-07-14T00:00:00Z,4.703,4.255,4.43,4.217,4.589,5.557,5.172,35.786,4.444,0.763
2023-07-15T00:00:00Z,5.997,5.453,5.688,5.373,5.888,7.001,6.602,0,5.665,0.762
2023-07-16T00:00:00Z,6.177,5.644,5.898,5.53,6.101,7.121,6.806,0.106,5.832,0.762
2023-07-17T00:00:00Z,5.408,4.965,5.198,4.837,5.374,6.157,5.965,0,5.104,0.761
2023-07-18T00:00:00Z,4.938,4.659,4.951,4.608,4.826,5.46,5.208,0,4.865,0.76
2023-07-19T00:00:00Z,3.305,3.209,3.464,3.224,3.171,3.535,3.312,0.046,3.406,0.76
2023-07-20T00:00:00Z,5.198,5.207,5.708,5.313,4.886,5.357,4.911,0,5.616,0.759
2023-07-21T00:00:00Z,3.531,3.655,4.071,3.79,3.244,3.486,3.112,0,4.009,0.759
2023-07-22T00:00:00Z,4.344,4.657,5.272,4.908,3.886,4.08,3.523,3.472,5.194,0.758
2023-07-23T00:00:00Z,4.903,5.46,6.283,5.85,4.257,4.344,3.594,0,6.194,0.757
2023-07-24T00:00:00Z,5.208,6.039,7.067,6.582,4.368,4.303,3.361,0,6.972,0.757
2023-07-25T00:00:00Z,6.278,7.608,9.056,8.434,5.056,4.765,3.433,0,8.94,0.756
2023-07-26T00:00:00Z,6.325,7.46,8.937,8.339,5.164,4.956,3.589,0,8.859,0.754
2023-07-27T00:00:00Z,5.858,6.725,8.109,7.581,4.844,4.729,3.44,0,8.071,0.752
2023-07-28T00:00:00Z,6.276,7.015,8.515,7.975,5.255,5.212,3.807,3.019,8.51,0.75
2023-07-29T00:00:00Z,4.177,4.546,5.555,5.213,3.539,3.562,2.612,0,5.575,0.748
2023-07-30T00:00:00Z,4.714,4.996,6.146,5.779,4.04,4.122,3.033,1.992,6.194,0.745
2023-07-31T00:00:00Z,3.995,4.124,5.109,4.813,3.461,3.577,2.64,0,5.17,0.743
2023-08-01T00:00:00Z,4.892,4.919,6.137,5.792,4.283,4.48,3.317,0,6.236,0.741
2023-08-02T00:00:00Z,4.713,4.617,5.8,5.485,4.168,4.409,3.273,3.645,5.919,0.739
2023-08-03T00:00:00Z,3.063,2.924,3.7,3.506,2.736,2.925,2.177,9.329,3.792,0.737
2023-08-04T00:00:00Z,3.728,3.466,4.419,4.196,3.36,3.629,2.707,1.08,4.548,0.735
2023-08-05T00:00:00Z,3.687,3.341,4.291,4.082,3.353,3.656,2.733,5.551,4.434,0.733
2023-08-06T00:00:00Z,3.42,3.02,3.908,3.725,3.137,3.451,2.585,0,4.056,0.73
2023-08-07T00:00:00Z,3.931,3.383,4.411,4.214,3.637,4.034,3.028,0,4.598,0.728
2023-08-08T00:00:00Z,4.477,3.755,4.935,4.724,4.176,4.67,3.511,4.598,5.166,0.726
2023-08-09T00:00:00Z,3.334,2.725,3.61,3.463,3.134,3.532,2.66,3.407,3.796,0.724
2023-08-10T00:00:00Z,4.745,3.779,5.048,4.851,4.493,5.1,3.848,0,5.33,0.722
2023-08-11T00:00:00Z,5.252,4.315,5.659,5.418,4.898,5.594,4.151,0.378,5.98,0.718
2023-08-12T00:00:00Z,3.984,3.376,4.349,4.147,3.656,4.202,3.064,10.42,4.598,0.713
2023-08-13T00:00:00Z,2.718,2.375,3.006,2.855,2.453,2.838,2.031,1.731,3.181,0.709
2023-08-14T00:00:00Z,3.621,3.263,4.058,3.839,3.211,3.742,2.625,0,4.297,0.705
2023-08-15T00:00:00Z,3.651,3.393,4.148,3.908,3.18,3.732,2.563,0,4.394,0.7
2023-08-16T00:00:00Z,5.133,4.918,5.911,5.548,4.385,5.188,3.481,0,6.267,0.696
2023-08-17T00:00:00Z,4.046,3.997,4.724,4.416,3.387,4.041,2.645,0,5.012,0.692
2023-08-18T00:00:00Z,4.623,4.708,5.475,5.097,3.789,4.561,2.905,0,5.812,0.688
2023-08-19T00:00:00Z,6.936,7.053,8.296,7.74,5.698,6.788,4.381,0,8.916,0.68
2023-08-20T00:00:00Z,4.811,4.886,5.814,5.436,3.963,4.668,3.055,0,6.326,0.672
2023-08-21T00:00:00Z,4.264,4.323,5.207,4.88,3.521,4.1,2.722,0,5.738,0.664
2023-08-22T00:00:00Z,4.73,4.788,5.84,5.486,3.916,4.504,3.037,0,6.518,0.656
2023-08-23T00:00:00Z,5.129,5.184,6.406,6.032,4.259,4.835,3.313,0,7.243,0.648
2023-08-24T00:00:00Z,5.405,5.453,6.831,6.448,4.501,5.04,3.513,0,7.825,0.64
2023-08-25T00:00:00Z,4.188,4.217,5.358,5.071,3.499,3.861,2.739,0.741,6.22,0.632
2023-08-26T00:00:00Z,1.963,1.973,2.544,2.414,1.645,1.788,1.293,0.359,2.993,0.624
2023-08-27T00:00:00Z,2.695,2.702,3.539,3.366,2.266,2.422,1.787,0,4.221,0.616
2023-08-28T00:00:00Z,2.106,2.107,2.804,2.675,1.777,1.866,1.407,0,3.391,0.608
2023-08-29T00:00:00Z,3.235,3.229,4.371,4.181,2.741,2.824,2.178,0,5.36,0.6
2023-08-30T00:00:00Z,2.627,2.615,3.603,3.456,2.234,2.256,1.783,0,4.481,0.593
2023-08-31T00:00:00Z,3.439,3.415,4.792,4.61,2.937,2.903,2.355,0,6.047,0.585
2023-09-01T00:00:00Z,3.567,3.532,5.053,4.876,3.061,2.955,2.465,0,6.471,0.577
2023-09-02T00:00:00Z,3.82,3.772,5.506,5.329,3.293,3.1,2.665,0,7.156,0.569
2023-09-03T00:00:00Z,3.754,3.694,5.509,5.349,3.252,2.978,2.645,0,7.27,0.561
2023-09-04T00:00:00Z,4.105,4.011,5.88,5.729,3.621,3.286,2.948,0.149,7.8,0.56
2023-09-05T00:00:00Z,3.521,3.417,4.926,4.815,3.16,2.843,2.575,0,6.569,0.558
2023-09-06T00:00:00Z,2.715,2.617,3.709,3.638,2.476,2.21,2.02,0,4.973,0.557
2023-09-07T00:00:00Z,2.941,2.816,3.926,3.864,2.723,2.413,2.224,0,5.292,0.556
2023-09-08T00:00:00Z,3.015,2.869,3.934,3.885,2.833,2.492,2.315,0,5.331,0.555
2023-09-09T00:00:00Z,2.662,2.517,3.395,3.365,2.536,2.216,2.074,0,4.626,0.553
2023-09-10T00:00:00Z,2.652,2.493,3.307,3.29,2.56,2.223,2.096,2.73,4.532,0.552
2023-09-11T00:00:00Z,0.675,0.631,0.823,0.822,0.66,0.57,0.541,4.38,1.134,0.551
2023-09-12T00:00:00Z,2.127,1.976,2.538,2.542,2.104,1.806,1.725,0,3.515,0.55
2023-09-13T00:00:00Z,2.286,2.113,2.669,2.684,2.288,1.953,1.877,0,3.718,0.549
2023-09-14T00:00:00Z,2.254,2.072,2.577,2.6,2.282,1.937,1.872,0,3.609,0.547
2023-09-15T00:00:00Z,1.469,1.343,1.643,1.664,1.502,1.269,1.233,1.651,2.314,0.546
2023-09-16T00:00:00Z,1.945,1.769,2.131,2.166,2.01,1.69,1.651,1.288,3.019,0.545
2023-09-17T00:00:00Z,2.293,2.075,2.46,2.51,2.392,2.003,1.966,0,3.505,0.544
2023-09-18T00:00:00Z,3.908,3.52,4.107,4.206,4.116,3.431,3.384,0,5.885,0.542
2023-09-19T00:00:00Z,3.024,2.711,3.114,3.2,3.214,2.668,2.644,0.137,4.487,0.541
2023-09-20T00:00:00Z,2.78,2.481,2.805,2.894,2.98,2.464,2.453,0,4.066,0.54
2023-09-21T00:00:00Z,2.431,2.16,2.404,2.49,2.628,2.165,2.164,19.898,3.505,0.539
2023-09-22T00:00:00Z,1.754,1.551,1.7,1.768,1.911,1.569,1.574,0.412,2.493,0.537
2023-09-23T00:00:00Z,2.179,1.919,2.071,2.162,2.393,1.958,1.972,0,3.055,0.536
2023-09-24T00:00:00Z,2.778,2.436,2.589,2.713,3.074,2.506,2.534,0,3.842,0.535
2023-09-25T00:00:00Z,2.507,2.19,2.291,2.411,2.794,2.271,2.304,0,3.421,0.534
2023-09-26T00:00:00Z,2.332,2.029,2.09,2.208,2.617,2.12,2.159,0,3.139,0.533
2023-09-27T00:00:00Z,2.653,2.299,2.333,2.474,2.998,2.422,2.474,0,3.525,0.531
2023-09-28T00:00:00Z,3.609,3.198,3.222,3.404,4.05,3.302,3.359,0,4.835,0.533
2023-09-29T00:00:00Z,4.28,3.876,3.879,4.082,4.769,3.925,3.975,0,5.781,0.535
2023-09-30T00:00:00Z,4.005,3.707,3.685,3.863,4.43,3.681,3.712,0,5.454,0.536
2023-10-01T00:00:00Z,3.6,3.406,3.364,3.512,3.952,3.317,3.329,0,4.944,0.538
2023-10-02T00:00:00Z,3.35,3.24,3.178,3.307,3.65,3.094,3.092,0,4.64,0.539
2023-10-03T00:00:00Z,2.885,2.85,2.779,2.88,3.118,2.671,2.657,24.576,4.029,0.541
2023-10-04T00:00:00Z,1.757,1.774,1.719,1.775,1.884,1.631,1.615,0,2.476,0.543
2023-10-05T00:00:00Z,2.306,2.378,2.29,2.356,2.452,2.146,2.114,0,3.277,0.544
2023-10-06T00:00:00Z,1.689,1.755,1.689,1.739,1.784,1.557,1.548,0,2.44,0.539
2023-10-07T00:00:00Z,1.668,1.746,1.68,1.731,1.751,1.523,1.528,0,2.45,0.534
2023-10-08T00:00:00Z,2.537,2.677,2.575,2.655,2.645,2.294,2.325,0,3.793,0.529
2023-10-09T00:00:00Z,1.766,1.879,1.806,1.864,1.829,1.581,1.619,0,2.687,0.524
2023-10-10T00:00:00Z,2.337,2.507,2.409,2.488,2.402,2.069,2.142,0,3.62,0.519
2023-10-11T00:00:00Z,2.542,2.751,2.642,2.73,2.592,2.225,2.329,0,4.009,0.513
2023-10-12T00:00:00Z,1.061,1.158,1.111,1.15,1.073,0.917,0.972,5.933,1.704,0.508
2023-10-13T00:00:00Z,1.315,1.448,1.39,1.438,1.319,1.123,1.204,0,2.152,0.503
2023-10-14T00:00:00Z,1.097,1.219,1.169,1.211,1.09,0.924,1.004,0,1.83,0.498
2023-10-15T00:00:00Z,0.901,1.011,0.969,1.005,0.887,0.749,0.825,0,1.533,0.493
2023-10-16T00:00:00Z,1.322,1.498,1.435,1.49,1.289,1.083,1.21,0,2.294,0.488
2023-10-17T00:00:00Z,1.845,2.113,2.023,2.101,1.78,1.488,1.689,0,3.268,0.483
2023-10-18T00:00:00Z,1.57,1.817,1.738,1.807,1.498,1.245,1.437,0,2.839,0.477
2023-10-19T00:00:00Z,1.908,2.233,2.135,2.222,1.801,1.488,1.746,0,3.526,0.472
2023-10-20T00:00:00Z,1.988,2.351,2.247,2.341,1.853,1.521,1.819,0,3.752,0.467
2023-10-21T00:00:00Z,1.803,2.157,2.06,2.148,1.659,1.352,1.649,0,3.479,0.462
2023-10-22T00:00:00Z,2.191,2.599,2.527,2.601,2.036,1.651,1.987,0.221,4.323,0.456
2023-10-23T00:00:00Z,2.332,2.74,2.713,2.756,2.188,1.766,2.094,0,4.705,0.45
2023-10-24T00:00:00Z,0.95,1.106,1.116,1.118,0.901,0.723,0.845,3,1.961,0.444
2023-10-25T00:00:00Z,0.689,0.794,0.818,0.807,0.661,0.527,0.607,9.239,1.457,0.438
2023-10-26T00:00:00Z,0.843,0.961,1.011,0.983,0.817,0.648,0.734,0,1.827,0.432
2023-10-27T00:00:00Z,0.416,0.468,0.504,0.482,0.407,0.321,0.357,0,0.923,0.426
2023-10-28T00:00:00Z,0.489,0.544,0.6,0.564,0.486,0.381,0.416,9.658,1.115,0.42
2023-10-29T00:00:00Z,0.269,0.296,0.334,0.309,0.271,0.211,0.226,0,0.63,0.414
2023-10-30T00:00:00Z,0.616,0.666,0.772,0.702,0.626,0.485,0.509,0,1.478,0.408
2023-10-31T00:00:00Z,0.564,0.602,0.717,0.639,0.582,0.447,0.459,0,1.392,0.402
2023-11-01T00:00:00Z,0.898,0.942,1.155,1.01,0.939,0.717,0.718,0,2.279,0.396
2023-11-02T00:00:00Z,1.059,1.092,1.382,1.182,1.124,0.852,0.833,0,2.768,0.39
2023-11-03T00:00:00Z,0.917,0.928,1.214,1.016,0.989,0.744,0.707,0,2.47,0.384
2023-11-04T00:00:00Z,0.524,0.519,0.704,0.575,0.574,0.428,0.396,0,1.455,0.378
2023-11-05T00:00:00Z,0.85,0.824,1.16,0.925,0.947,0.701,0.628,0,2.438,0.372
2023-11-06T00:00:00Z,0.62,0.587,0.86,0.668,0.703,0.516,0.447,0,1.838,0.366
2023-11-07T00:00:00Z,0.681,0.627,0.961,0.726,0.786,0.572,0.477,0,2.087,0.36
2023-11-08T00:00:00Z,0.579,0.518,0.832,0.61,0.681,0.491,0.394,0,1.838,0.354
2023-11-09T00:00:00Z,0.582,0.504,0.853,0.606,0.7,0.5,0.383,0,1.918,0.348
2023-11-10T00:00:00Z,0.545,0.456,0.816,0.56,0.67,0.474,0.346,0,1.865,0.342
2023-11-11T00:00:00Z,0.587,0.471,0.897,0.594,0.737,0.516,0.357,0,2.088,0.336
2023-11-12T00:00:00Z,0.685,0.525,1.071,0.682,0.882,0.61,0.398,0,2.539,0.33
2023-11-13T00:00:00Z,0.656,0.477,1.051,0.642,0.867,0.593,0.361,0,2.539,0.324
2023-11-14T00:00:00Z,0.762,0.521,1.251,0.73,1.034,0.699,0.393,0,3.08,0.318
2023-11-15T00:00:00Z,0.688,0.592,1.072,0.604,0.906,0.638,0.377,0,2.599,0.315
2023-11-16T00:00:00Z,0.567,0.575,0.841,0.457,0.727,0.53,0.326,0,2.007,0.313
2023-11-17T00:00:00Z,0.434,0.499,0.614,0.322,0.542,0.409,0.26,0,1.445,0.311
2023-11-18T00:00:00Z,0.66,0.839,0.896,0.453,0.807,0.626,0.409,0,2.077,0.309
2023-11-19T00:00:00Z,0.367,0.506,0.479,0.234,0.44,0.35,0.235,25.52,1.095,0.307
2023-11-20T00:00:00Z,0.259,0.382,0.325,0.153,0.304,0.248,0.17,7.077,0.733,0.305
2023-11-21T00:00:00Z,0.439,0.687,0.533,0.242,0.508,0.423,0.295,0,1.184,0.302
