Date,ET_mm_ensemble,ET_mm_eemetric,ET_mm_ssebop,ET_mm_sims,ET_mm_ptjpl,ET_mm_disalexi,ET_mm_geesebal,precip_mm_gridmet,ETo_mm_gridmet,NDVI
2024-08-07T00:00:00Z,5.4,6.249,5.677,5.272,4.018,5.553,5.061,22.154,5.513,0.771
2024-08-08T00:00:00Z,3.46,4.014,3.655,3.387,2.594,3.52,3.243,0.655,3.544,0.77
2024-08-09T00:00:00Z,2.635,3.064,2.797,2.587,1.99,2.652,2.47,0.382,2.708,0.77
2024-08-10T00:00:00Z,2.325,2.711,2.48,2.288,1.769,2.315,2.18,0,2.397,0.769
2024-08-11T00:00:00Z,3.053,3.569,3.273,3.014,2.341,3.006,2.864,2.618,3.159,0.768
2024-08-12T00:00:00Z,3.72,4.36,4.007,3.682,2.874,3.622,3.49,7.915,3.862,0.767
2024-08-13T00:00:00Z,3.875,4.553,4.194,3.846,3.016,3.729,3.637,8.339,4.037,0.767
2024-08-14T00:00:00Z,5.47,6.445,5.951,5.445,4.29,5.204,5.135,1.613,5.718,0.766
2024-08-15T00:00:00Z,4.218,4.982,4.611,4.21,3.333,3.965,3.961,0,4.424,0.765
2024-08-16T00:00:00Z,4.095,4.85,4.499,4.099,3.26,3.802,3.846,0,4.31,0.765
2024-08-17T00:00:00Z,4.435,5.267,4.897,4.453,3.558,4.068,4.167,0,4.684,0.764
2024-08-18T00:00:00Z,3.08,3.667,3.417,3.101,2.489,2.789,2.894,27.282,3.264,0.763
2024-08-19T00:00:00Z,4.078,4.868,4.547,4.118,3.321,3.646,3.833,0.202,4.337,0.763
2024-08-20T00:00:00Z,3.657,4.377,4.098,3.703,3,3.226,3.438,0,3.903,0.762
2024-08-21T00:00:00Z,4.349,5.22,4.898,4.417,3.595,3.786,4.09,0,4.658,0.761
2024-08-22T00:00:00Z,4.234,5.096,4.793,4.313,3.527,3.636,3.983,0,4.551,0.76
2024-08-23T00:00:00Z,4.337,5.234,4.934,4.43,3.639,3.672,4.081,0.802,4.678,0.76
2024-08-24T00:00:00Z,4.996,6.045,5.711,5.118,4.223,4.169,4.702,0,5.407,0.759
2024-08-25T00:00:00Z,6.268,7.605,7.202,6.44,5.339,5.155,5.901,0,6.808,0.758
2024-08-26T00:00:00Z,5.53,6.728,6.386,5.699,4.746,4.481,5.208,0,6.028,0.758
2024-08-27T00:00:00Z,3.885,4.74,4.509,4.015,3.359,3.1,3.66,5.696,4.25,0.757
2024-08-28T00:00:00Z,4.891,5.983,5.706,5.07,4.26,3.842,4.608,0,5.37,0.756
2024-08-29T00:00:00Z,5.518,6.65,6.338,5.694,4.883,4.517,5.202,19.04,6.055,0.752
2024-08-30T00:00:00Z,3.241,3.848,3.666,3.33,2.913,2.761,3.058,0,3.555,0.748
2024-08-31T00:00:00Z,3.642,4.258,4.054,3.725,3.324,3.222,3.438,0,3.992,0.744
2024-09-01T00:00:00Z,4.077,4.694,4.467,4.152,3.777,3.742,3.852,0,4.467,0.74
2024-09-02T00:00:00Z,3.884,4.401,4.186,3.937,3.652,3.692,3.672,0,4.253,0.736
2024-09-03T00:00:00Z,4.162,4.641,4.411,4.2,3.97,4.094,3.937,0,4.555,0.732
2024-09-04T00:00:00Z,4.463,4.897,4.651,4.483,4.319,4.536,4.225,0,4.882,0.728
2024-09-05T00:00:00Z,3.976,4.291,4.074,3.976,3.903,4.172,3.767,0,4.347,0.724
2024-09-06T00:00:00Z,3.756,4.059,3.889,3.788,3.66,3.901,3.516,0,4.179,0.716
2024-09-07T00:00:00Z,3.349,3.624,3.506,3.407,3.239,3.442,3.096,0,3.793,0.707
2024-09-08T00:00:00Z,3.948,4.277,4.179,4.051,3.787,4.011,3.601,0,4.552,0.699
2024-09-09T00:00:00Z,5.129,5.565,5.491,5.312,4.879,5.149,4.614,0,6.023,0.69
2024-09-10T00:00:00Z,5.183,5.632,5.614,5.418,4.888,5.139,4.595,0,6.201,0.682
2024-09-11T00:00:00Z,4.564,4.967,5.004,4.818,4.265,4.467,3.985,0,5.566,0.673
2024-09-12T00:00:00Z,3.858,4.205,4.282,4.113,3.571,3.724,3.314,0,4.797,0.665
2024-09-13T00:00:00Z,3.701,4.041,4.16,3.986,3.392,3.521,3.125,0,4.695,0.656
2024-09-14T00:00:00Z,3.146,3.432,3.501,3.373,2.784,2.874,2.56,0,3.991,0.653
2024-09-15T00:00:00Z,4.115,4.486,4.531,4.391,3.513,3.602,3.223,0,5.219,0.649
2024-09-16T00:00:00Z,3.752,4.088,4.089,3.986,3.085,3.142,2.824,0,4.759,0.646
2024-09-17T00:00:00Z,3.893,4.239,4.198,4.117,3.079,3.112,2.812,0.24,4.938,0.642
2024-09-18T00:00:00Z,3.863,4.203,4.121,4.066,2.934,2.941,2.672,0.779,4.899,0.639
2024-09-19T00:00:00Z,4.048,4.403,4.273,4.241,2.949,2.928,2.677,0,5.135,0.635
2024-09-20T00:00:00Z,3.99,4.337,4.166,4.161,2.781,2.734,2.516,8.143,5.061,0.632
2024-09-21T00:00:00Z,2.525,2.743,2.608,2.621,1.681,1.635,1.516,4.553,3.203,0.628
2024-09-22T00:00:00Z,0.961,1.043,0.981,0.993,0.61,0.585,0.547,3.098,1.219,0.625
2024-09-23T00:00:00Z,1.454,1.577,1.468,1.495,0.877,0.831,0.784,0,1.844,0.621
2024-09-24T00:00:00Z,1.841,1.996,1.838,1.883,1.052,0.982,0.936,2.946,2.335,0.618
2024-09-25T00:00:00Z,2.755,2.985,2.72,2.806,1.489,1.365,1.317,0,3.495,0.614
2024-09-26T00:00:00Z,2.528,2.737,2.467,2.562,1.287,1.156,1.132,0,3.206,0.611
2024-09-27T00:00:00Z,2.63,2.846,2.536,2.652,1.256,1.103,1.097,0,3.336,0.607
2024-09-28T00:00:00Z,2.955,3.195,2.815,2.965,1.319,1.126,1.142,0,3.747,0.604
2024-09-29T00:00:00Z,6.872,7.427,6.47,6.863,2.852,2.359,2.447,0,8.716,0.6
2024-09-30T00:00:00Z,3.17,3.346,2.934,3.112,1.468,1.088,1.224,0,4.02,0.588
2024-10-01T00:00:00Z,3.08,3.174,2.802,2.973,1.576,1.057,1.283,0,3.907,0.576
2024-10-02T00:00:00Z,3.913,3.933,3.497,3.71,2.19,1.343,1.748,0,4.963,0.564
2024-10-03T00:00:00Z,3.8,3.724,3.335,3.539,2.31,1.304,1.812,0,4.82,0.553
2024-10-04T00:00:00Z,2.795,2.669,2.409,2.556,1.834,0.959,1.417,0,3.545,0.541
2024-10-05T00:00:00Z,4.966,4.617,4.201,4.458,3.498,1.705,2.668,0,6.299,0.529
2024-10-06T00:00:00Z,3.245,2.935,2.692,2.857,2.441,1.114,1.841,0,4.115,0.517
2024-10-07T00:00:00Z,2.469,2.171,2.01,2.133,1.977,0.848,1.476,0,3.132,0.505
2024-10-08T00:00:00Z,3.026,2.661,2.463,2.614,2.423,1.038,1.808,0,3.838,0.505
2024-10-09T00:00:00Z,3.447,3.031,2.806,2.978,2.76,1.183,2.06,0,4.372,0.505
2024-10-10T00:00:00Z,3.809,3.349,3.1,3.29,3.05,1.307,2.277,3.628,4.831,0.505
2024-10-11T00:00:00Z,3.273,2.878,2.664,2.827,2.621,1.123,1.956,0,4.151,0.505
2024-10-12T00:00:00Z,3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505
2024-10-13T00:00:00Z,3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505
2024-10-14T00:00:00Z,3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505
2024-10-15T00:00:00Z,3.388,2.979,2.757,2.927,2.713,1.163,2.025,0,4.297,0.505
